"","b_Intercept","b_z","b_NK","b_canopy","b_z.NK","sd_stream__Intercept","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",1.90542311266937,-0.0299304659560914,0.168126702911349,-0.511576604149928,0.134932191500951,1.26489173207353,-1.58467060464,-1.30043639421471,-0.321621715190371,-1.05014115936217,-3.66340919761795,-267.179424466559
"2",2.01253944942659,0.0464463447109325,0.304421790624821,-0.031305289065292,0.0382890160714925,1.3147367041653,-1.72216868297284,-1.79704815638396,-0.928358388450688,-0.811917637892207,-3.74035418305429,-271.269930236627
"3",1.13602168932872,0.00635875472733104,0.619339858202383,-0.210254533538603,0.0725152142883195,0.849997789327429,-1.001540762682,-0.838211712943281,0.220970089994913,-0.888892733391153,-3.41564453807469,-266.127726329241
"4",0.945522997118683,0.020137395047486,0.501221228101138,-0.318282718317749,0.0427066158976765,0.763978547015613,-0.789548778323907,-0.779988951320506,0.310921935314374,-0.649765707372518,-3.34008312125602,-265.834978221308
"5",-0.177127262190389,-0.0412862982248872,0.212854253197655,-0.29259637905063,0.0745034252441528,0.819263230162094,0.614785560885763,0.680978822667253,1.47241424133336,0.442132217468387,-3.2123114854589,-265.738970298489
"6",1.01810655042823,-0.0333412208779624,0.420806749111051,-0.324761181258203,0.108583397359232,1.11912023561224,-1.00300157411039,-0.620618585440077,0.271330287772231,-0.740797945642791,-3.41555050639208,-264.295365024478
"7",0.718302577736516,0.00271844616559324,0.301394497396547,-0.319232913167597,-0.041462508787575,1.36028097291227,-0.425868548576913,-0.451733220825692,0.871843053090331,-0.444670110119745,-3.41419042449946,-265.26470827363
"8",1.03581400339953,-0.0793080814445606,0.462586842963116,-0.400698620011754,0.13960386149709,0.944755922246011,-0.805201199640613,-0.671845715189448,0.755078065084174,-0.780032856557308,-3.39341236149359,-265.716136775926
"9",1.15934112365308,-0.0929218929049986,0.354571708182527,-0.399338055523253,0.144229979222156,0.792188327013337,-0.999530803905716,-0.397711564063455,-0.0708944909776138,-0.598759737212077,-3.3854373393933,-267.700924819328
"10",0.384571606827083,-0.0232307353012934,0.186378940790186,-0.21158703807266,0.0532202794225052,1.16514679185622,0.0328396858411151,-0.287810863846034,0.819710229004592,0.2259719644253,-3.30375952336011,-263.870440054158
"11",-0.433784018001637,-0.0147224847227787,0.0791197025533131,-0.214779776356346,0.0166092785764317,1.39946405728286,0.670602131453641,0.578635712317649,1.90621741872745,0.7699578762154,-3.35629980157795,-265.542805024436
"12",-0.502902234775967,-0.0358640860681305,0.43088402096543,-0.0505558014149358,0.129372294395146,3.24560145888233,0.704687516579131,0.976184828293995,1.66957766260549,1.44658921982432,-4.04509003560476,-265.62212119028
"13",-0.411981391707111,-0.0450226171421079,0.475901731316662,-0.0685780927529988,0.123176495277741,3.10955375330487,0.532426470538183,0.565461761794359,1.54070299388659,0.852122372499474,-3.97771623118132,-264.914253371438
"14",-0.424093696904045,-0.0489197180300914,0.478836686594322,-0.0827138310106472,0.120022003782105,3.15311716941595,0.520621776562151,1.08313746881863,1.46882606061597,1.18978737424706,-3.99704279281979,-266.294153625637
"15",-0.424093696904045,-0.0489197180300914,0.478836686594322,-0.0827138310106472,0.120022003782105,3.15311716941595,0.520621776562151,1.08313746881863,1.46882606061597,1.18978737424706,-3.99704279281979,-266.294153625637
"16",-0.306704004098391,-0.0637668012650843,0.424999370553118,-0.0650821068818047,0.11735309159812,3.35398536755764,0.502441773905599,0.915290266722533,1.82665411146883,0.762333356583165,-4.08248038127911,-265.981451062199
"17",-0.322449343615964,-0.0642063399510002,0.291955780179246,-0.312604482125873,0.126154523387775,2.79258373683885,0.846762400936755,0.829946679608936,1.83090829368226,0.916247906581233,-3.84123639174228,-263.590498119174
"18",-0.229472142383315,-0.0837397330043015,0.116745086008527,0.0339713851961603,0.115337403086139,0.887304259510648,0.725125985594185,0.711411328059754,1.40510677812833,1.19019497239303,-3.22671581373449,-269.315615855218
"19",-0.280639745909897,-0.0299804185694037,0.591788931927337,-0.126884171143137,0.109517162659851,0.651166709358927,0.556527897202384,0.408362298997798,1.33403998009955,0.500607663080511,-3.18599668514316,-268.567538024568
"20",0.675177428360571,-0.0227968611471879,0.164408771046088,-0.53777300586267,0.110144233069946,1.1035185855621,-0.308513604681564,-0.423476693060281,0.965496864705088,-0.442021450710914,-3.31827486728865,-265.970342063424
"21",0.451869688919924,-0.0873181756846866,0.340938534461355,-0.0484848648722274,0.0941030485788242,0.526159516625148,-0.100598249081876,-0.379000130310256,0.821744154754216,-0.318128230556776,-3.21407231626308,-268.971123788355
