"","b_Intercept","b_z","b_z2","b_NK","b_Density","b_canopy","b_z.NK","sd_stream__Intercept","shape","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",-0.234013783768272,1.26806937542309,-0.0260171576669845,-0.897913179077208,-0.883365982220532,-0.478138534526725,0.0633687114455656,1.3337090750924,0.999809862139358,0.593824203644952,1.72892822010423,1.13894184944961,1.45657811695151,-8.08980871693594,-408.354700305713
"2",0.828970874240594,1.44840422700293,-0.0303249960628371,-1.0101099836491,-0.957706012674913,-0.785971792679587,0.0663391866696803,0.829107961735466,0.958530234747282,-0.352897379801119,0.693067296121802,0.148245011553096,-0.0467191647616435,-8.20048280927237,-407.652746583018
"3",0.73364764425206,1.32053313489285,-0.0272107730004609,-1.11331862477367,-1.27553347059474,-0.842235579540447,0.0353377692961544,1.07812984114598,0.807224949630124,-0.532263926219232,0.544132654274956,0.0269196508987533,-0.0854120812742611,-8.09231991704418,-409.427570849307
"4",0.879538493742888,1.60126373042261,-0.0346168580336918,-1.64306282519703,-1.28932333950308,-0.874058067062982,0.149204414794397,1.05153993384847,0.955934920081107,-0.234840028256517,1.12492153939748,0.249669386281682,0.117406146903874,-8.13788323729777,-411.938178921307
"5",0.79947471068279,1.32048665648945,-0.0283881136962741,-1.22235657107972,-1.08317128024738,-0.763812542034516,0.0988761018424942,0.816736475929246,0.631074098267343,-0.122245149826344,0.588758567653122,0.396448878153505,0.270190792748826,-7.77003594514611,-410.623685022559
"6",0.75838957740064,1.39514306370317,-0.0312913677752593,-1.28077814028718,-1.1725786987108,-0.692637701330383,0.157496232219093,0.793072475719798,0.631669356595382,-0.222502703836343,0.992595818521888,0.106774621736884,0.0922560887346812,-7.73262677529513,-410.640154334375
"7",1.11935314213726,1.16105009190077,-0.0231451008950514,-1.26367857695193,-0.903702926763754,-0.337448938324213,0.0976102630042597,0.280786420180646,0.919342758680907,-0.65997358904617,0.169707548001861,-0.344685618687412,0.0666297985519276,-8.19140453710021,-414.632349461675
"8",0.389979288261769,1.15443622737652,-0.0212093611851327,0.395074766442197,-0.0716591427970159,-0.566769649990967,0.0446572791511457,0.621885811229394,0.765492672639216,-0.499360791155402,-0.153700609065602,0.461174477735344,-0.172891051382253,-8.00225187177015,-416.007775156442
"9",0.327036773813951,1.2478785913482,-0.0241845355148367,0.494284492447352,-0.0363462330165571,-0.623529246674561,0.0392062946112976,0.64377694165541,0.650363474537278,-0.405134079248224,0.226232828781014,-0.27610381566455,-0.0312975669650705,-7.82366455953738,-415.214004315151
"10",0.499633265487579,1.17963005283883,-0.0221153318595188,0.244152715576721,-0.240749856429692,-0.662352914727539,0.0293568184887262,0.849856265389495,0.724977660536758,-0.605367222852443,0.211207786060778,0.507624410506365,-0.0660591228283548,-8.01488573146847,-414.325503002426
"11",0.72935086991763,1.28417267196236,-0.0287418786870616,-0.921472072131655,-0.858488606703954,-0.564487556995738,0.162917597222767,0.356133657501759,0.940247097396614,-0.40876210929927,0.739109701710164,0.29057406782737,0.220559674047478,-8.11816263601684,-412.490942873279
