"","b_Intercept","b_z","b_NG","b_Density","sd_stream__Intercept","shape","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",-3.23001387629829,0.108480340294972,0.112981001836286,-1.78464889686324,0.33507595546718,0.0607104131211803,0.203107513795052,0.497019502109762,0.520363459770286,-0.145179149123222,-5.05361953071255,-100.9676934346
"2",0.759559269779484,0.0703078764561844,-1.68629239444713,-3.32725358076089,0.815517758825502,0.0769319337444897,-0.0392666877473003,0.315133445616708,0.142649589563638,-0.0345303233175926,-5.65512618018036,-101.866107901782
"3",-0.699305555556083,0.0571699711663667,-0.325393366974767,-2.27288169252863,0.677276298740159,0.0400930986848537,0.68749492312562,0.499030205973706,-1.02943147400632,0.0861953335963638,-4.86017745530199,-96.6794969776056
"4",-0.943033363109444,0.0589161687281433,-0.563243128368425,-1.58867201311346,1.74448806427512,0.0677530958066818,1.13864826019261,0.54028362860881,-2.20840592939767,-1.86841956353399,-5.6391050217355,-93.5273653556354
"5",-2.69940211804888,0.0793424646883864,0.55834144940859,-1.02241351193695,1.36080754576212,0.105520647513697,0.310419884901879,1.15649279018943,-2.02338910508022,-0.105867636441399,-5.86909512775858,-93.1390617595252
"6",-3.48392211017895,0.0935317216274104,0.325041613626387,-2.40001510162399,2.32608068758102,0.0579361711858158,3.60493548072274,2.96401208489814,-1.42713766198792,2.91309178210281,-5.48219319107401,-95.7773472165554
"7",0.545603854442315,0.0555698877533275,-0.66395321641429,-2.10296129274622,2.24470957808041,0.0578119896335484,-2.69620574387662,-1.24782661038767,-4.29236350656058,-0.479594338388606,-6.03622217226545,-98.6622128528406
"8",-2.75470353377007,0.0682378535773474,-0.455159514019027,-2.32811036881038,0.73696879921351,0.0838289186524057,1.27438563984358,0.653726495057051,-1.05905743252046,0.808060306101905,-5.4151713013735,-98.3819665935256
"9",-4.13038284578932,0.0679223296227677,0.693369698901947,-1.00009725173907,0.603856829695942,0.0493049023888163,0.0349531145753339,0.99585655291843,-0.278632901606299,1.07898517730969,-4.87423885683841,-101.187212562225
"10",-1.92684522326902,0.056593756248067,0.937120327837708,-0.754555292108888,0.861249555357219,0.033370969341025,0.507019080597355,1.72025048031105,-0.631391194621712,1.31127374260218,-4.78914935395392,-101.913781303793
"11",-2.19181060568255,0.057823602033932,-1.65027175676671,-1.33832287718732,0.63279933748654,0.0531920724785133,0.187991324105971,1.01813496392591,-0.0462422048660296,0.362763532926061,-4.93376290471068,-98.8200202652288
"12",-1.26112758157661,0.0727956589458331,-0.718027131497615,-2.63469875457079,2.7806051660698,0.0677755486735728,2.06977116350563,3.17748653496583,-1.73668297796519,0.367237449779076,-5.88023317432628,-94.5926200611255
"13",-0.956467311387594,0.0629546267791765,-1.30591975245027,-2.18286047498509,1.37719250299301,0.0724938585842884,-0.588648652637188,0.366471064302151,-1.42898806698371,-0.735634999076941,-5.44979759908585,-94.5294349604879
"14",-2.58784461936915,0.113954755122375,-0.452085545263525,-0.659129167719263,3.91421234638473,0.0581469928095941,4.27436107595192,0.975755422158471,-4.41440549246617,0.352636847269017,-6.40817794707553,-95.1765345571823
"15",-2.15327828832609,0.110374443412296,-1.38753613095814,-2.1165443906609,3.14706188449059,0.056293106681635,0.00374255866263711,1.41780532222143,-2.22180472047523,-0.734660083096693,-5.82689755152955,-94.2992326789128
"16",-2.33159560254066,0.101797474098282,0.0454563345578869,-3.31311099004071,2.56510703211024,0.0914926939000539,2.74500892878174,1.59082847985862,-2.50321315585137,-1.20144976662578,-6.04020975353871,-93.0157599136809
"17",-1.50533919606791,0.067389950691298,-0.271802866900754,-0.115046698207926,2.32956410181731,0.0638337457312057,-0.90294737455319,-0.570211513333995,-3.79170695802901,0.290588009175528,-5.96854248578055,-93.7812195389132
"18",-3.55469544400749,0.0532085477066301,1.45914598856318,-2.7215765560701,1.82101512910085,0.0592498640623202,1.96251618056112,3.83743797265911,0.151142146621028,1.21365737985781,-5.37314219744638,-94.536167206383
"19",-5.01169125687629,0.0906373688111259,2.87089020514804,-2.96642976779229,1.75232847615901,0.0590651808144398,-0.305936003726677,4.80849031621718,0.101526415567403,2.20395087186862,-5.34653507561437,-98.965363496722
"20",-2.03136638843682,0.0614436230109443,0.840414067405663,-3.07451741799144,2.89241734474474,0.0658749343177283,2.34204299931836,2.55028812009131,-1.76474719470202,-0.083567830632787,-5.85156397308336,-92.2750865804013
"21",-1.89831000793344,0.0801380397818077,-0.322271519928609,-3.1032655138741,4.77061951618327,0.102838395393651,1.11335296927441,2.40347149029195,-2.13024803083791,-0.335892440468612,-7.13440965442508,-91.4029062770762
"22",-2.11707183124146,0.0805334664048543,-0.187074465451473,-3.11865292803149,5.61526472545359,0.104186419011181,2.38056207153254,2.94959337851669,-1.49768870566154,-1.29760524467728,-7.52407362628914,-92.8178422164108
"23",-2.78763220402637,0.0658380872438994,-0.635049082693582,-4.0706507568222,3.90915675539203,0.0992394555776039,2.14768355863273,3.68764240594148,-0.408541140863815,-0.74298872286103,-6.94701555026153,-95.8355322307073
"24",-0.968520934021814,0.0469252913233295,-1.16735306903832,-3.80689009652873,4.35120093544587,0.102759519970072,2.73984551256781,1.72738101896006,0.263095941361809,-0.445537077037532,-6.94341978033478,-95.4359713923141
"25",-3.24026522657764,0.105742869236496,0.232841017408242,-0.793332475777786,1.66298556438572,0.121296066128156,0.197538661051045,0.999356106658947,-3.05163473019691,1.79249144088708,-6.08663220965825,-94.0133187708511
"26",-3.46947371406466,0.134730509390974,0.269922545031665,-0.326078931733013,1.25146311340417,0.0967167817007733,-0.0490479273895732,-0.544616090770387,-2.73495773999585,0.676223019905037,-5.92267733606479,-97.7666859821456
