"","b_b0_Intercept","b_b0_NG","b_b0_Density","b_bz1_Intercept","b_bz1_NG","b_bz2_Intercept","b_bz2_NG","b_omega_Intercept","sd_stream__b0_Intercept","sigma","r_stream__b0.1.Intercept.","r_stream__b0.2.Intercept.","r_stream__b0.3.Intercept.","r_stream__b0.4.Intercept.","lprior","lp__","z_1.1.1.","z_1.1.2.","z_1.1.3.","z_1.1.4."
"1",0.0595335539791974,0.00511343138125678,-0.0208334009830888,-0.0156829460035506,0.00040673804779188,-0.000830135261172934,0.00033289229009147,30.7657707876164,0.0515029460446861,0.0701778508141011,-0.0428724767410514,0.0378220223702601,-0.0229642351889686,-0.0606656549704117,-17.5109927255791,179.797797034764,-0.832427657708229,0.734366192128972,-0.445881972830134,-1.1779065010723
"2",0.0624081136603826,0.000583129933727926,-0.00414160182001788,-0.0163112624655548,0.00261778120069552,-0.00111324211439069,-0.000275933503114733,28.623564454997,0.0466123024696243,0.0616784780284249,0.0233966698431202,0.0397525623281808,-0.0173124563783206,-0.0555587028427849,-17.3031540612511,182.211524280971,0.501941946728915,0.852834127944789,-0.371413885628211,-1.19193217024606
"3",0.0606858613789936,-0.0242112936086618,0.0015250332673927,-0.0192362601796972,0.00390541355921674,-0.00100295843760196,0.000494075075441974,28.2674951335094,0.0721245532770704,0.068824304151646,-0.0186999794498799,0.04622573687868,-0.0202633632466412,-0.0306026369368492,-17.2735679615204,179.360523979025,-0.259273418000149,0.640915399518682,-0.280949584100693,-0.424302620208786
"4",0.0515750402934492,-0.0256001967450396,0.00610738983981534,-0.0201269731573636,0.00239318195798576,-0.000749709876197703,0.000906108143051836,28.4830267028183,0.0727269735505014,0.0695970090325817,-0.00763368384751217,0.0533371711430592,-0.0295520133472924,-0.0404213597262647,-17.2916344662388,178.953247351137,-0.104963584689955,0.733389120145664,-0.406341855085879,-0.555795982603294
"5",0.158029858107486,-0.0334181486844828,-0.0127366999159572,-0.0125625837963558,-0.00207089412971074,-0.00249111023231581,0.00122393816486816,29.8541873789521,0.146919365111199,0.0649715271423554,-0.066573524138482,-0.00930757920706516,-0.0717261944997691,-0.115882201161328,-17.4193582252883,185.588608593234,-0.453129674826015,-0.0633516160379576,-0.488201092112547,-0.788746950230969
"6",0.0922359224442114,0.00809714253026848,-0.0246784817323798,-0.0185162376712786,0.00513843302345232,-0.000787328452122129,-0.000616246496044397,29.5776308669793,0.0892354518651039,0.0597296913286803,-0.0122588484770826,0.023974128443803,-0.0472020870888704,-0.077149490714922,-17.3907254455172,183.647035383392,-0.137376437512908,0.268661478624486,-0.528961148313847,-0.864560991202778
"7",0.107390675449534,0.0304456808731982,-0.025673085790538,-0.0229921930136716,0.00154796649057241,-0.00109594005013122,-0.00102308233885048,26.901840781073,0.122232244838305,0.0610030568236735,-0.0530730761148276,0.0333016893572397,-0.0556188252221577,-0.105474288871672,-17.1711678966116,177.815017537612,-0.434198653432531,0.272446026016235,-0.455025801871944,-0.862900693767004
"8",0.122673773184425,-0.0108573142673656,-0.0140215873122438,-0.0174494892233415,0.00435156777615184,-0.00309362746151841,0.000936623980230026,27.5195764649362,0.0590271959159088,0.0630251041632503,0.00620871866662902,0.0282900908433363,-0.0337623950148673,-0.0646774095031893,-17.21446151711,180.709349059495,0.105184035431296,0.479272145734975,-0.571980330269556,-1.09572220905309
"9",0.0636479581245589,-0.00603414168234262,-0.0134564550497289,-0.0218490358359518,0.00260981920375092,-0.000267913871151376,5.77232275975101e-05,29.065017056307,0.0775694552818321,0.0638550169055997,-0.0259299776073524,0.0345377245237242,-0.0316885410052022,-0.0769945198792217,-17.3427486679449,181.266856172524,-0.334280774734608,0.445249027445645,-0.408518287128208,-0.992588121180927
"10",0.0604053352280208,-0.00419781441413579,-0.024430843471879,-0.0138445477847653,-0.00760734510891513,-0.00119874077729342,0.000448861212435893,26.9512318545798,0.0588627773116755,0.0595533898819159,0.0196305420035383,0.0644293155117738,0.00615267657995563,-0.0307945368967813,-17.1730286922126,178.969864032421,0.333496700293218,1.09456805224503,0.104525760777096,-0.523158068701478
