"","b_Intercept","b_z","b_z2","b_NG","b_z.NG","sd_stream__Intercept","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",-0.259597407304991,0.133358966485608,-0.00115471259157643,0.275290733259968,-0.0222738898051048,0.603614686106656,-0.0586013177962722,-0.353034357747412,-0.321891103083434,0.0511362809155371,-3.22111556339205,-169.008999693252
"2",-0.24787212425028,0.11832428291096,-0.00102174727057017,0.312205505135877,-0.0163307138926415,0.575550148999005,-0.146707506704785,-0.406459748536913,-0.413839380268254,0.60415371549806,-3.21714224825826,-170.249571334913
"3",0.153332289674167,0.112811108002757,-0.00106477590389533,0.325731062447131,-0.0229325869363708,0.120817406066078,-0.0576687404459231,-0.182945903142436,-0.046208381621356,0.0711021792392193,-3.20647108318503,-175.182882607877
"4",0.0222972882099431,0.13312104112493,-0.00117588266108661,0.244461540786211,-0.0265853137468124,0.169260279780464,-0.0731481905216688,-0.201345721168092,-0.219708421757014,0.114520518373789,-3.21199252924762,-173.722114536734
"5",-0.416825720897731,0.124898150135173,-0.00119480587457141,0.0629801560846306,-0.0127983289989753,0.558986755109435,-0.191237407085746,0.0633648772407429,0.370673418920597,0.250839161898302,-3.17925750297959,-170.310909276926
"6",-0.144546331185394,0.0871350429135744,-0.000757692135548819,0.0887396308991571,-0.00647354290457879,0.527193894071397,-0.151038460548705,-0.354865071561935,0.160328610470687,0.255730422166178,-3.1937543792614,-168.879972974495
"7",-0.224978956180849,0.112174956535431,-0.000936806152628247,0.131649201756399,-0.0105077854918922,0.610459323404832,-0.471650779772596,-0.399937036782218,-0.464398482999273,0.491238367623708,-3.21938209738927,-169.623016868982
"8",-0.252220725640139,0.143052205176192,-0.00126000819873887,0.113919559528643,-0.016944618307668,0.310073338290376,-0.286770010532801,-0.0652723385929638,-0.165385515279658,0.259321627456879,-3.1941302730557,-170.845971028889
"9",0.619493722547757,0.0951008340266437,-0.000895581603771117,-0.718591469767212,0.00292569314250004,0.760108567883545,-0.0311854903190897,-1.08589184679496,-0.530692791154118,-0.28054994233009,-3.2701266376913,-172.185797784387
"10",0.0873935467065466,0.133739595090089,-0.00122354980103982,-0.22959976044395,-0.024659927710895,0.152564619566394,-0.20532810182528,-0.0785990129304819,-0.0528203891874552,0.00598454760564157,-3.17525319163428,-174.002446982223
"11",-0.697912760372576,0.0892243311437077,-0.000662639482538239,0.516429572322136,-0.0173993191232663,0.234881213985707,0.0352764596111092,0.15897585058384,0.00576742539563649,0.0552968839951115,-3.15283523675145,-174.243926666441
"12",-0.324025536061405,0.14912857463809,-0.00117621371916568,0.0317479769352291,-0.0264599828161507,0.0623851081596311,0.0788757836944058,0.0557910326840885,-0.00389003260941583,-0.0520727247144067,-3.18710237788403,-178.91660618587
"13",-0.129225890346189,0.102686543346824,-0.00104857492097241,0.103751634343441,-0.00659066298387087,0.013955999693784,0.0294829772164873,0.00350187210896502,-0.0152323324157791,0.012968915531427,-3.15558396149851,-177.419381787275
"14",-0.161857676265343,0.124562945850666,-0.00100532843858704,-0.158559458967123,-0.014473543408872,0.47654511330289,0.3423611465477,0.329581979792778,-0.346961750649877,0.447645478710044,-3.20313283036453,-175.290994224237
"15",-0.149195672318033,0.0768976884071742,-0.000711059376363382,-0.066900721254102,-0.00326961740990845,0.0328373001474455,-0.000723345874231354,-0.0330934574229444,-0.0279237633715528,0.0115015321195445,-3.1489083916398,-174.345133122133
"16",0.75680064268757,0.0870076271539249,-0.0010174323068173,-0.742537022158651,0.01863951355566,0.60067306437652,-0.469715475098572,-0.331247794520022,-0.362107713454365,-0.168989190036931,-3.23996737232767,-170.952401719037
"17",0.192852376981188,0.0941810880288975,-0.000803374092492337,-0.325114603149308,-0.00411259010526499,0.302812881064858,-0.287001923829162,-0.326959545016797,-0.146556955443083,0.12238755726525,-3.19647252485523,-170.001227337337
"18",-0.350112067576787,0.11859312964585,-0.00111630106194798,0.0859925334629547,-0.0123645823462966,0.701963043463673,0.0881383606277815,-0.159463971244243,0.245792370798887,0.727249622866035,-3.20216746190987,-168.275170678517
"19",3.99080606758306e-06,0.0599001217002807,-0.00043280960451023,-0.386379602271613,-0.02389854175241,1.08148293017542,1.27683940649304,0.0977491100303906,0.218726596047895,0.302566668141771,-3.26264620361575,-177.08950723773
"20",-0.65218913003673,0.114585916255927,-0.00104985802193771,0.46495622194262,-0.0147799489731758,0.407876656139149,-0.338498516190229,-0.0755578472035275,0.23179530685456,0.491696759780529,-3.163533671915,-171.303835526649
"21",-0.058660566598936,0.144953514318015,-0.00145348339941176,-0.266950168546376,-0.0185248278535234,0.297854837817474,0.0452931101544415,-0.207333864454315,0.0401389973015061,0.821448369102227,-3.16215441558958,-175.7647893619
"22",-1.20265300341986,0.188347580015776,-0.00165685233076634,0.613547872548881,-0.0202519493093383,0.686108787967943,-0.0397415002741978,-0.313450086711001,0.0511626074397338,0.434597714498636,-3.19870350639139,-172.428535065477
"23",-0.036324950288195,0.11359580815566,-0.00104931607854649,-0.121889358965678,-0.0258068276533817,0.483855612697014,-0.0557925492512579,-0.336437462844683,0.372641212044088,0.55726740778075,-3.17737530299691,-172.153230578955
"24",-0.0932850440281813,0.101212884722472,-0.00106526787683391,0.0857591086479666,0.00861128856254918,0.705888241382522,-0.500129110925848,-0.089084641345187,-0.508593722806207,0.0951319705660444,-3.22131005183132,-173.670892984902
"25",0.833024790699491,0.149896640256433,-0.00141335274184996,-0.537279104062824,-0.0225182411579692,0.664968422593694,-0.509818660681385,-0.401589283682276,-0.861944390283867,-0.222721640661532,-3.32963501090723,-176.202670886358
"26",0.636723476417975,0.144103959978199,-0.00128181559510354,-0.53906737915656,-0.0263879558406666,0.87118665855161,-0.870555278945109,-0.711751968458629,-0.670694156362644,-0.0318899909715005,-3.32710519163773,-173.540802320508
"27",0.38345697710823,0.156529028626535,-0.00145373112965036,-0.380019236692803,-0.0108509416665824,0.972534274973114,-0.410491021981434,-0.631184452678122,-0.492538459796425,-0.297851992548281,-3.34892384668511,-170.514436040835
"28",-0.192330598833179,0.198542121273419,-0.00191137800702945,-0.0234186849458594,-0.00727645540031624,0.591655149866103,-0.251800362013271,-0.604784969268574,-0.52485521272238,0.53947131689363,-3.25752105622946,-172.862193376229
"29",-0.156839474742268,0.200291173185817,-0.00189421564670624,-0.0780321753130331,-0.00483833809839431,0.554035686214648,-0.176183206160648,-0.571523630784141,-0.50201842803296,0.598507091479445,-3.27023706584857,-175.008972773323
"30",-0.376768508693866,0.182737090058595,-0.00172225249967853,0.108333266446513,-0.0193768759134079,0.548334275446062,-0.0239457352517849,-0.389066303974749,-0.290685490318448,0.174145017024798,-3.20995675632999,-170.492285472571
"31",-0.469833876889202,0.125759498876776,-0.00101896682735676,0.460469424742327,-0.0325459049329328,0.662718667222304,-0.25577624186457,-0.101494608239913,-0.198318232411287,0.140027095422863,-3.21000151908243,-170.301747509565
"32",-0.193498888456263,0.137707790664912,-0.0012523814482905,0.0093884753182826,-0.00900108442695458,0.679984396012001,-0.23449456441703,-0.911515849880668,-0.305996953626223,0.379105595786264,-3.23118153538638,-168.974140083815
"33",-0.0642556900902481,0.10240260081331,-0.000758724811420611,-0.13821196168205,-0.0270801665796906,0.31236398287911,-0.259721815576901,-0.338936642734815,0.0471242172671495,0.306034253455002,-3.1765421345545,-171.614287128048
"34",0.584803961253639,0.0918107478839203,-0.00101307445732274,-1.18436059791428,0.014325121621875,1.60650934671098,-0.18119753252973,-0.109786565615824,0.198027757536315,0.367157129854413,-3.41425368606804,-170.493098434983
"35",-0.18424467132001,0.0677084353183558,-0.000672683494798327,-0.882873053150369,0.0313260308011575,0.610418194752193,0.25790963097224,0.0319527082989084,0.415212931540966,0.79925133824352,-3.18057172808133,-173.373660474356
"36",-0.345042570861995,0.117596068497898,-0.00101721958210791,-0.625364238017288,-0.00753513482948423,0.75284791511013,0.436212058665796,0.309573630588909,0.438813111761993,0.721532769277582,-3.20107944496255,-170.646969048927
"37",-0.0274873469378749,0.0925071321493762,-0.000838235665321313,-0.543974003947512,-0.00628071857206929,0.893493710866221,0.0626392529710686,0.18837430859377,-0.00941941923569214,0.71428338713505,-3.22858657754269,-169.190422028167
