ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,sp,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,ReleaseDate,Date,Comments_1,Comments_2
NAR-672,,0,NAR,1,1,0,1,0,Killifish,F,,,,F,55.91,1.59,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-673,,0,NAR,1,1,0,1,0,Killifish,F,,,,F,68.16,2.967,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-674,,0,NAR,1,1,0,1,0,Killifish,M,,,,M,68.61,2.758,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-675,,0,NAR,1,1,0,1,0,Killifish,M,,,,M,55.57,1.56,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-676,,0,NAR,1,1,0,1,0,Killifish,M,,,,M,54.53,1.539,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-677,,0,NAR,1,1,0,1,0,Killifish,M,,,,M,41.43,0.595,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-678,,0,NAR,1,1,0,1,0,Killifish,F,,,,F,33.57,0.333,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-679,,0,NAR,1,1,0,1,0,Killifish,M,,,,M,42.23,0.606,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-680,,0,NAR,1,1,0,1,0,Killifish,,,,,,39.79,0.522,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-681,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,30.88,0.237,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-682,,0,NAR,1,1,0,1,0,Killifish,,,,,,40.03,0.528,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-683,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,31.52,0.271,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-684,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,20,0.067,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-685,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,27,0.155,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-686,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,17.66,0.043,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-687,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,24,0.106,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-688,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,24.43,0.12,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-689,,0,NAR,1,1,0,1,0,Killifish,J,,,,J,16.88,0.038,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
QUA-1B3B,1B3B,1,QUA,1,1,1,0,0,Killifish,M,43.28,0.63,1,M,45.12,0.767,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1R3R,1R3R,1,QUA,1,1,1,0,0,Killifish,F,42.94,0.64,1,F,45.47,0.831,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1R7R,1R7R,1,QUA,1,1,1,0,0,Killifish,M,36.85,0.36,1,M,38.97,0.465,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1B7B,1B7B,1,QUA,1,1,1,0,0,Killifish,M,33.31,0.33,1,M,36.19,0.432,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3R5R,3R5R,1,QUA,1,1,1,0,0,Killifish,M,35.33,0.34,1,M,36.41,0.408,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3R7R,3R7R,1,QUA,1,1,1,0,0,Killifish,F,34.8,0.33,1,F,36.71,0.473,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1G3G,1G3G,1,QUA,1,1,1,0,0,Killifish,M,42.3,0.58,1,M,42,0.613,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1G5G,1G5G,1,QUA,1,1,1,0,0,Killifish,M,48.79,1.02,1,M,49.06,1.025,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1V3V,1V3V,1,QUA,1,1,1,0,0,Killifish,F,48.57,0.93,1,F,50.64,1.127,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1V5V,1V5V,1,QUA,1,1,1,0,0,Killifish,F,40.25,0.54,1,F,39.19,0.502,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1V7V,1V7V,1,QUA,1,1,1,0,0,Killifish,F,40.77,0.54,1,F,41.95,0.583,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-5R,5R,1,QUA,1,1,1,0,0,Killifish,J,22.31,0.09,1,J,27.28,0.178,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3V5V,3V5V,1,QUA,1,1,1,0,0,Killifish,M,34.17,0.31,1,M,35.74,0.394,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1P3P,1P3P,1,QUA,1,1,1,0,0,Killifish,M,49.34,1.02,1,M,50.12,1.059,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,1p small,
QUA-3P5P,3P5P,1,QUA,1,1,1,0,0,Killifish,M,55.44,1.36,1,M,55.11,1.428,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3P7P,3P7P,1,QUA,1,1,1,0,0,Killifish,F,48.02,0.95,1,F,48.18,0.95,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-5P7P,5P7P,1,QUA,1,1,1,0,0,Killifish,F,41.04,0.53,1,F,43.12,0.681,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,5p+7p close together,
QUA-3B5B,3B5B,1,QUA,1,1,1,0,0,Killifish,M,47.8,0.96,1,M,49.5,1.017,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-5B7B,5B7B,1,QUA,1,1,1,0,0,Killifish,M,49.47,1.07,1,M,50,1.143,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1Y3Y,1Y3Y,1,QUA,1,1,1,0,0,Killifish,F,89.45,6.51,1,F,89.33,6.448,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,3y difficult to see,
QUA-1Y5Y,1Y5Y,1,QUA,1,1,1,0,0,Killifish,F,49.65,0.97,1,F,50.39,1.034,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1Y7Y,1Y7Y,1,QUA,1,1,1,0,0,Killifish,F,81.45,5.05,1,F,81.11,5.071,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3Y5Y,3Y5Y,1,QUA,1,1,1,0,0,Killifish,F,51.32,1.11,1,F,51.62,1.162,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3Y7Y,3Y7Y,1,QUA,1,1,1,0,0,Killifish,F,68.38,3.02,1,F,68.16,2.863,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,3y difficult to see,
QUA-5Y7Y,5Y7Y,1,QUA,1,1,1,0,0,Killifish,M,53.75,1.32,1,M,53.6,1.3,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1P3O,1P3O,1,QUA,1,1,1,0,0,Killifish,F,51.74,1.14,1,F,51.5,1.167,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3G5G,3G5G,1,QUA,1,1,1,0,0,Killifish,F,51.89,1.2,1,F,52.9,1.248,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1G,1G,1,QUA,1,1,1,0,0,Killifish,J,16.51,0.04,1,J,18.32,0.049,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,? POOL,
QUA-5O7O,5O7O,1,QUA,1,1,1,0,0,Killifish,J,23.79,0.09,1,J,26.79,0.155,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,? POOL,
QUA-1R5R,1R5R,1,QUA,1,,1,0,0,Killifish,F,37.49,0.43,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1B5B,1B5B,1,QUA,1,,1,0,0,Killifish,M,41.23,0.5,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-5R7R,5R7R,1,QUA,1,,1,0,0,Killifish,M,47.96,0.96,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1G7G,1G7G,1,QUA,1,,1,0,0,Killifish,F,38.81,0.51,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,DEAD,
QUA-1R,1R,1,QUA,1,,1,0,0,Killifish,F,26.09,0.14,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3R,3R,1,QUA,1,,1,0,0,Killifish,J,18.04,0.04,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3B,3B,1,QUA,1,,1,0,0,Killifish,J,18.41,0.02,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1P,1P,1,QUA,1,,1,0,0,Killifish,J,20.3,0.07,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-3P,3P,1,QUA,1,,1,0,0,Killifish,J,19.54,0.05,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1P5P,1P5P,1,QUA,1,,1,0,0,Killifish,M,53.93,1.31,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,1p small,
QUA-1P7P,1P7P,1,QUA,1,,1,0,0,Killifish,F,72,3.38,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-1S3S5B,1S3S5B,1,QUA,1,,1,0,0,Killifish,M,63.52,1.91,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,1s3s faint,
QUA-3B7B,3B7B,1,QUA,1,,1,0,0,Killifish,F,55.65,1.35,0,,,,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-460,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,24.49,0.098,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-461,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,29.66,0.186,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-462,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,26.59,0.149,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-463,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,55.65,1.606,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-464,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,25.91,0.153,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-465,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,43.06,0.664,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-466,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,45.13,0.797,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-467,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,60.73,1.778,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-468,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,55.14,1.342,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-469,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,45.47,0.784,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-470,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,30.39,0.219,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-471,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,36.25,0.429,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-472,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,31.98,0.264,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-473,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,32.95,0.32,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-474,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,39.24,0.539,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-475,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,38.59,0.512,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-476,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,42.38,0.657,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-477,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,43.98,0.734,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-478,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,20.23,0.067,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-479,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,21.24,0.074,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-480,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,24.05,0.103,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-481,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,66.06,2.503,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-482,,0,QUA,1,1,1,0,0,Killifish,F,,,,F,61.84,1.895,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-483,,0,QUA,1,1,1,0,0,Killifish,M,,,,M,75.08,3.814,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-484,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,15.21,0.036,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-485,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,25.26,0.125,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-486,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,20.36,0.066,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-487,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,18.56,0.052,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-488,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,14.75,0.027,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-489,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,17.3,0.037,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-490,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,21.35,0.069,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-491,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,22.32,0.086,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-492,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,24.71,0.123,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-493,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,23.5,0.11,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-494,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,14.3,0.024,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-495,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,19.11,0.052,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
QUA-496,,0,QUA,1,1,1,0,0,Killifish,J,,,,J,20.4,0.068,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
CAI-1R3R5R,1R3R5R,1,CAI,2,2,0,0,1,Killifish,F,81,4,1,F,81.45,3.993,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3R5B,1R3R5B,1,CAI,2,2,0,0,1,Killifish,F,62.45,1.6771,1,F,62.26,1.405,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3R5O,1R3R5O,1,CAI,2,2,0,0,1,Killifish,F,80.82,5.168,1,F,81.43,5.163,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1B3R5B,1B3R5B,1,CAI,2,2,0,0,1,Killifish,M,59.19,2.082,1,M,60.99,2.251,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,1B HARD TO SEE,
CAI-1B3R5R,1B3R5R,1,CAI,2,2,0,0,1,Killifish,F,51.63,1.077,1,F,53.72,1.357,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1B5B,1B5B,1,CAI,2,2,0,0,1,Killifish,J,31.28,0.273,1,M,32.74,0.287,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1G3G,1G3G,1,CAI,2,3,0,0,1,Killifish,J,30.3,0.222,1,J,29.56,0.152,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1B,1B,1,CAI,2,2,0,0,1,Killifish,J,21.25,0.068,1,F,32.18,0.273,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1G,1G,1,CAI,2,2,0,0,1,Killifish,J,20.47,0.07,1,J,23.86,0.098,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3G,1R3G,1,CAI,2,3,0,0,1,Killifish,J,22.94,0.087,1,J,26.15,0.258,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3R5G,1R3R5G,1,CAI,2,,0,0,1,Killifish,M,79.13,4.827,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,5G small,
CAI-1R3R5Y,1R3R5Y,1,CAI,2,,0,0,1,Killifish,M,67.11,2.485,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,5Y small,
CAI-1R3R5P,1R3R5P,1,CAI,2,,0,0,1,Killifish,M,82.06,4.911,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R3R5W,1R3R5W,1,CAI,2,,0,0,1,Killifish,M,67.14,2.886,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1B3B,1B3B,1,CAI,2,,0,0,1,Killifish,F,43.78,0.747,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,VERY CLOSE,
CAI-3G,3G,1,CAI,2,,0,0,1,Killifish,J,16.46,0.028,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-1R,1R,1,CAI,2,,0,0,1,Killifish,J,12.41,0.015,0,,,,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-448,,0,CAI,2,2,0,0,1,Killifish,F,,,,F,68.97,2.682,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-449,,0,CAI,2,2,0,0,1,Killifish,F,,,,F,47.42,0.944,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-450,,0,CAI,2,2,0,0,1,Killifish,J,,,,J,26.48,0.145,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-451,,0,CAI,2,2,0,0,1,Killifish,M,,,,M,53.89,1.168,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-452,,0,CAI,2,2,0,0,1,Killifish,J,,,,J,12.38,0.014,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-453,,0,CAI,2,2,0,0,1,Killifish,J,,,,J,23.42,0.101,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-454,,0,CAI,2,2,0,0,1,Killifish,J,,,,J,27.7,0.162,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
CAI-455,,0,CAI,2,2,0,0,1,Killifish,J,,,,J,26.92,0.165,2017-04-05T00:00:00Z,2017-05-03T00:00:00Z,,
JOE-1B9R,1B9R,1,JOE,2,2,1,0,0,Killifish,M,79.62,4.909,1,M,81.04,5.283,2017-06-06T00:00:00Z,,,
JOE-5B9R,5B9R,1,JOE,2,2,1,0,0,Killifish,J,35.21,0.385,1,F,47.41,0.974,2017-06-06T00:00:00Z,,,
JOE-7B9R,7B9R,0,JOE,2,2,1,0,0,Killifish,J,33.92,0.336,1,F,56.67,1.744,2017-06-06T00:00:00Z,,,
JOE-7O9R,7O9R,1,JOE,2,2,1,0,0,Killifish,F,62.09,2.156,1,F,69.63,3.222,2017-06-06T00:00:00Z,,,
JOE-7R9G,7R9G,1,JOE,2,,1,0,0,Killifish,M,37.55,0.424,0,,,,2017-06-06T00:00:00Z,,,
JOE-1O7R,1O7R,1,JOE,2,,1,0,0,Killifish,F,46.94,0.94,0,,,,2017-06-06T00:00:00Z,,,
JOE-3O7R,3O7R,1,JOE,2,,1,0,0,Killifish,M,47.94,0.931,0,,,,2017-06-06T00:00:00Z,,,
JOE-5O7R,5O7R,1,JOE,2,,1,0,0,Killifish,M,44.48,0.73,0,,,,2017-06-06T00:00:00Z,,,
JOE-1B7R9O,1B7R9O,1,JOE,2,,1,0,0,Killifish,F,56.58,1.536,0,,,,2017-06-06T00:00:00Z,,,
JOE-3B9R,3B9R,1,JOE,2,,1,0,0,Killifish,J,23.93,0.11,0,,,,2017-06-06T00:00:00Z,,,
JOE-1G9R,1G9R,1,JOE,2,,1,0,0,Killifish,M,41.9,0.65,0,,,,2017-06-06T00:00:00Z,,,
JOE-3G9R,3G9R,1,JOE,2,,1,0,0,Killifish,M,46.64,0.877,0,,,,2017-06-06T00:00:00Z,,,
JOE-5G9R,5G9R,1,JOE,2,,1,0,0,Killifish,F,42.45,0.64,0,,,,2017-06-06T00:00:00Z,,,
JOE-7G9R,7G9R,1,JOE,2,,1,0,0,Killifish,F,50.51,1.053,0,,,,2017-06-06T00:00:00Z,,,
JOE-1O9R,1O9R,1,JOE,2,,1,0,0,Killifish,M,53.77,1.467,0,,,,2017-06-06T00:00:00Z,,,
JOE-3O9R,3O9R,1,JOE,2,,1,0,0,Killifish,F,66.86,1.963,0,,,,2017-06-06T00:00:00Z,,SICK AND SKINNY,
JOE-5O9R,5O9R,1,JOE,2,,1,0,0,Killifish,F,69.09,2.92,0,,,,2017-06-06T00:00:00Z,,,
JOE-731,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,46.87,0.874,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-732,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,43.18,0.592,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-733,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,38.01,0.465,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-734,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,41.59,0.617,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-735,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,41.6,0.605,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-736,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,41.5,0.615,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-737,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,42.52,0.681,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-738,,0,JOE,2,2,1,0,0,Killifish,J,,,,J,36.71,0.395,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-739,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,58.35,1.828,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-740,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,50.71,1.189,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-741,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,45.52,0.776,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-742,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,44.28,0.785,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-743,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,45.32,0.819,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-744,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,41.52,0.633,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-745,,0,JOE,2,2,1,0,0,Killifish,F,,,,F,57.02,1.794,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-746,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,37.64,0.475,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-747,,0,JOE,2,2,1,0,0,Killifish,M,,,,M,76.24,4.741,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-748,,0,JOE,2,2,1,0,0,Killifish,J,,,,J,33.18,0.308,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-749,,0,JOE,2,2,1,0,0,Killifish,J,,,,J,24.3,0.125,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-750,,0,JOE,2,2,1,0,0,Killifish,J,,,,J,30.24,0.206,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
JOE-751,,0,JOE,2,2,1,0,0,Killifish,J,,,,J,28.67,0.174,2017-07-04T00:00:00Z,2017-07-04T00:00:00Z,,
NAR-1O5O,1O5O,1,NAR,2,2,0,0,1,Killifish,F,49,0.9,1,F,52.86,1.17,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1O3O,1O3O,1,NAR,2,2,0,0,1,Killifish,M,50,1.108,1,M,51.57,1.252,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1R7R,1R7R,1,NAR,2,2,0,0,1,Killifish,M,35,0.338,1,M,38.4,0.455,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1O7O,1O7O,1,NAR,2,2,0,0,1,Killifish,J,31,0.231,1,J,34.6,0.319,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1R,1R,1,NAR,2,2,0,0,1,Killifish,J,24,0.105,1,J,32.72,0.31,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3R5R,3R5R,1,NAR,2,2,0,0,1,Killifish,M,45.5,0.846,1,M,48.74,0.982,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-5O7O,5O7O,1,NAR,2,2,0,0,1,Killifish,F,53,1.363,1,F,54.76,1.402,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,5O MISSING
NAR-1Y3Y,1Y3Y,1,NAR,2,2,0,0,1,Killifish,F,46,0.826,1,F,48.19,0.984,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1Y5Y,1Y5Y,1,NAR,2,2,0,0,1,Killifish,F,42,0.638,1,F,44.99,0.749,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3Y5Y,3Y5Y,1,NAR,2,1,0,0,1,Killifish,M,40,0.6,1,M,45.64,0.905,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1B7B,1B7B,1,NAR,2,2,0,0,1,Killifish,J,30,0.218,1,M,36.66,0.396,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-3Y7Y,3Y7Y,1,NAR,2,2,0,0,1,Killifish,F,34.5,0.316,1,F,38.72,0.475,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1O,1O,1,NAR,2,2,0,0,1,Killifish,J,23.5,0.102,1,J,31.1,0.233,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
NAR-1R3R,1R3R,1,NAR,2,2,0,0,1,Killifish,F,72,3.562,1,F,74.4,,2017-04-19T00:00:00Z,2017-05-16T00:00:00Z,,
