,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,G,K,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,Date,Date2,Comments_1,Comments_2
1438,QUA-991,,0,QUA,2,2,0,1,0,1,0,J,,,,J,11.63,0.029,,2017-05-10T00:00:00Z,,
1439,QUA-992,,0,QUA,2,2,0,1,0,1,0,J,,,,J,13.22,0.041,,2017-05-10T00:00:00Z,,
1440,QUA-993,,0,QUA,2,2,0,1,0,1,0,F,,,,F,13.39,0.055,,2017-05-10T00:00:00Z,,
1441,QUA-994,,0,QUA,2,2,0,1,0,1,0,J,,,,J,13.65,0.044,,2017-05-10T00:00:00Z,,
1442,QUA-995,,0,QUA,2,2,0,1,0,1,0,M,,,,M,15.79,0.089,,2017-05-10T00:00:00Z,,
1443,QUA-996,,0,QUA,2,2,0,1,0,1,0,J,,,,J,14.12,0.082,,2017-05-10T00:00:00Z,,
1444,QUA-997,,0,QUA,2,2,0,1,0,1,0,M,,,,M,15.05,0.099,,2017-05-10T00:00:00Z,,
1445,QUA-998,,0,QUA,2,2,0,1,0,1,0,J,,,,J,10.86,0.025,,2017-05-10T00:00:00Z,,
1446,QUA-999,,0,QUA,2,2,0,1,0,1,0,J,,,,J,9.55,0.018,,2017-05-10T00:00:00Z,,
1447,QUA-1000,,0,QUA,2,2,0,1,0,1,0,F,,,,F,15.15,0.089,,2017-05-10T00:00:00Z,,
1448,QUA-1001,,0,QUA,2,2,0,1,0,1,0,J,,,,J,12.38,0.049,,2017-05-10T00:00:00Z,,
1449,QUA-1002,,0,QUA,2,2,0,1,0,1,0,J,,,,J,10.82,0.024,,2017-05-10T00:00:00Z,,
1450,QUA-1003,,0,QUA,2,2,0,1,0,1,0,F,,,,F,13.4,0.055,,2017-05-10T00:00:00Z,,
1451,QUA-1004,,0,QUA,2,2,0,1,0,1,0,J,,,,J,10.94,0.021,,2017-05-10T00:00:00Z,,
1452,QUA-1005,,0,QUA,2,2,0,1,0,1,0,J,,,,J,12.95,0.057,,2017-05-10T00:00:00Z,,
1453,QUA-1006,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.24,0.011,,2017-05-10T00:00:00Z,,
1454,QUA-1007,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.06,0.009,,2017-05-10T00:00:00Z,,
1455,QUA-1008,,0,QUA,2,2,0,1,0,1,0,J,,,,J,7.63,0.007,,2017-05-10T00:00:00Z,,
1456,QUA-1009,,0,QUA,2,2,0,1,0,1,0,J,,,,J,9.35,0.018,,2017-05-10T00:00:00Z,,
1457,QUA-1010,,0,QUA,2,2,0,1,0,1,0,J,,,,J,7.89,0.011,,2017-05-10T00:00:00Z,,
1458,QUA-1011,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.53,0.011,,2017-05-10T00:00:00Z,,
1459,QUA-1012,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.97,0.01,,2017-05-10T00:00:00Z,,
1460,QUA-1013,,0,QUA,2,2,0,1,0,1,0,J,,,,J,7.68,0.008,,2017-05-10T00:00:00Z,,
1461,QUA-1014,,0,QUA,2,2,0,1,0,1,0,F,,,,F,11.14,0.027,,2017-05-10T00:00:00Z,,
1462,QUA-1015,,0,QUA,2,2,0,1,0,1,0,F,,,,F,11.54,0.031,,2017-05-10T00:00:00Z,,
1463,QUA-1016,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.99,0.015,,2017-05-10T00:00:00Z,,
1464,QUA-1017,,0,QUA,2,2,0,1,0,1,0,J,,,,J,11.4,0.019,,2017-05-10T00:00:00Z,,
1465,QUA-1018,,0,QUA,2,2,0,1,0,1,0,J,,,,J,9.76,0.018,,2017-05-10T00:00:00Z,,
1466,QUA-1019,,0,QUA,2,2,0,1,0,1,0,F,,,,F,14.12,0.058,,2017-05-10T00:00:00Z,,
1467,QUA-1020,,0,QUA,2,2,0,1,0,1,0,J,,,,J,7.57,0.011,,2017-05-10T00:00:00Z,,
1468,QUA-1021,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.39,0.014,,2017-05-10T00:00:00Z,,
1469,QUA-1022,,0,QUA,2,2,0,1,0,1,0,J,,,,J,8.31,0.013,,2017-05-10T00:00:00Z,,
1470,QUA-1023,,0,QUA,2,2,0,1,0,1,0,J,,,,J,6.86,0.008,,2017-05-10T00:00:00Z,,
1471,QUA-1024,,0,QUA,2,2,0,1,0,1,0,J,,,,J,7.64,0.011,,2017-05-10T00:00:00Z,,
1472,QUA-1025,,0,QUA,2,2,0,1,0,1,0,J,,,,J,9.33,0.017,,2017-05-10T00:00:00Z,,
1473,QUA-,,0,QUA,2,,0,1,0,1,0,J,9.84,0.022,0,,,,2017-04-11T00:00:00Z,,,
1474,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.17,0.228,0,,,,2017-04-11T00:00:00Z,,,
1475,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.49,0.072,0,,,,2017-04-11T00:00:00Z,,,
1476,QUA-,,0,QUA,3,,0,0,1,1,0,F,22.73,0.296,0,,,,2017-04-11T00:00:00Z,,,
1477,QUA-,,0,QUA,3,,0,0,1,1,0,J,11.66,0.024,0,,,,2017-04-11T00:00:00Z,,,
1478,QUA-,,0,QUA,3,,0,0,1,1,0,F,14.7,0.058,0,,,,2017-04-11T00:00:00Z,,,
1479,QUA-,,0,QUA,3,,0,0,1,1,0,M,14.53,0.065,0,,,,2017-04-11T00:00:00Z,,,
1480,QUA-,,0,QUA,3,,0,0,1,1,0,F,11.91,0.011,0,,,,2017-04-11T00:00:00Z,,,
1481,QUA-,,0,QUA,3,,0,0,1,1,0,J,7.48,0.006,0,,,,2017-04-11T00:00:00Z,,,
1482,QUA-,,0,QUA,3,,0,0,1,1,0,M,14.52,0.072,0,,,,2017-04-11T00:00:00Z,,,
1483,QUA-,,0,QUA,3,,0,0,1,1,0,F,19.15,0.15,0,,,,2017-04-11T00:00:00Z,,,
1484,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.72,0.251,0,,,,2017-04-11T00:00:00Z,,,
1485,QUA-,,0,QUA,3,,0,0,1,1,0,F,19.85,0.173,0,,,,2017-04-11T00:00:00Z,,,
1486,QUA-,,0,QUA,3,,0,0,1,1,0,J,10.29,0.019,0,,,,2017-04-11T00:00:00Z,,,
1487,QUA-,,0,QUA,3,,0,0,1,1,0,F,14.44,0.072,0,,,,2017-04-11T00:00:00Z,,,
1488,QUA-,,0,QUA,3,,0,0,1,1,0,J,9.12,0.007,0,,,,2017-04-11T00:00:00Z,,,
1489,QUA-,,0,QUA,3,,0,0,1,1,0,F,22.37,0.294,0,,,,2017-04-11T00:00:00Z,,,
1490,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.77,0.269,0,,,,2017-04-11T00:00:00Z,,,
1491,QUA-,,0,QUA,3,,0,0,1,1,0,F,17.79,0.123,0,,,,2017-04-11T00:00:00Z,,,
1492,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.41,0.241,0,,,,2017-04-11T00:00:00Z,,,
1493,QUA-,,0,QUA,3,,0,0,1,1,0,F,17.59,0.13,0,,,,2017-04-11T00:00:00Z,,,
1494,QUA-,,0,QUA,3,,0,0,1,1,0,J,14.15,0.059,0,,,,2017-04-11T00:00:00Z,,,
1495,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.74,0.244,0,,,,2017-04-11T00:00:00Z,,,
1496,QUA-,,0,QUA,3,,0,0,1,1,0,M,16.04,0.087,0,,,,2017-04-11T00:00:00Z,,,
1497,QUA-,,0,QUA,3,,0,0,1,1,0,M,14.28,0.07,0,,,,2017-04-11T00:00:00Z,,,
1498,QUA-,,0,QUA,3,,0,0,1,1,0,F,12.8,0.048,0,,,,2017-04-11T00:00:00Z,,,
1499,QUA-,,0,QUA,3,,0,0,1,1,0,F,12.62,0.046,0,,,,2017-04-11T00:00:00Z,,,
1500,QUA-,,0,QUA,3,,0,0,1,1,0,J,8.93,0.013,0,,,,2017-04-11T00:00:00Z,,,
1501,QUA-,,0,QUA,3,,0,0,1,1,0,J,7.2,0.007,0,,,,2017-04-11T00:00:00Z,,,
1502,QUA-,,0,QUA,3,,0,0,1,1,0,F,17.32,0.105,0,,,,2017-04-11T00:00:00Z,,,
1503,QUA-,,0,QUA,3,,0,0,1,1,0,F,15.65,0.084,0,,,,2017-04-11T00:00:00Z,,,
1504,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.43,0.083,0,,,,2017-04-11T00:00:00Z,,,
1505,QUA-,,0,QUA,3,,0,0,1,1,0,F,20.7,0.213,0,,,,2017-04-11T00:00:00Z,,,
1506,QUA-,,0,QUA,3,,0,0,1,1,0,J,10.03,0.022,0,,,,2017-04-11T00:00:00Z,,,
1507,QUA-,,0,QUA,3,,0,0,1,1,0,F,12.36,0.048,0,,,,2017-04-11T00:00:00Z,,,
1508,QUA-,,0,QUA,3,,0,0,1,1,0,J,8.76,0.012,0,,,,2017-04-11T00:00:00Z,,,
1509,QUA-,,0,QUA,3,,0,0,1,1,0,M,16.31,0.092,0,,,,2017-04-11T00:00:00Z,,,
1510,QUA-,,0,QUA,3,,0,0,1,1,0,F,12.65,0.038,0,,,,2017-04-11T00:00:00Z,,,
1511,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.36,0.087,0,,,,2017-04-11T00:00:00Z,,,
1512,QUA-,,0,QUA,3,,0,0,1,1,0,J,7.12,0.006,0,,,,2017-04-11T00:00:00Z,,,
1513,QUA-,,0,QUA,3,,0,0,1,1,0,J,8.07,0.008,0,,,,2017-04-11T00:00:00Z,,,
1514,QUA-,,0,QUA,3,,0,0,1,1,0,J,9.33,0.026,0,,,,2017-04-11T00:00:00Z,,,
1515,QUA-,,0,QUA,3,,0,0,1,1,0,F,16.19,0.095,0,,,,2017-04-11T00:00:00Z,,,
1516,QUA-,,0,QUA,3,,0,0,1,1,0,F,13.92,0.061,0,,,,2017-04-11T00:00:00Z,,,
1517,QUA-,,0,QUA,3,,0,0,1,1,0,F,11.11,0.026,0,,,,2017-04-11T00:00:00Z,,,
1518,QUA-,,0,QUA,3,,0,0,1,1,0,F,13.08,0.049,0,,,,2017-04-11T00:00:00Z,,,
1519,QUA-,,0,QUA,3,,0,0,1,1,0,M,14.52,0.074,0,,,,2017-04-11T00:00:00Z,,,
1520,QUA-,,0,QUA,3,,0,0,1,1,0,J,9.12,0.013,0,,,,2017-04-11T00:00:00Z,,,
1521,QUA-,,0,QUA,3,,0,0,1,1,0,J,13.2,0.05,0,,,,2017-04-11T00:00:00Z,,,
1522,QUA-,,0,QUA,3,,0,0,1,1,0,F,20.03,0.217,0,,,,2017-04-11T00:00:00Z,,,
1523,QUA-,,0,QUA,3,,0,0,1,1,0,F,18.49,0.15,0,,,,2017-04-11T00:00:00Z,,,
1524,QUA-,,0,QUA,3,,0,0,1,1,0,F,11.82,0.033,0,,,,2017-04-11T00:00:00Z,,,
1525,QUA-,,0,QUA,3,,0,0,1,1,0,F,19.9,0.21,0,,,,2017-04-11T00:00:00Z,,,
1526,QUA-,,0,QUA,3,,0,0,1,1,0,F,19.85,0.204,0,,,,2017-04-11T00:00:00Z,,,
1527,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.3,0.072,0,,,,2017-04-11T00:00:00Z,,,
1528,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.8,0.083,0,,,,2017-04-11T00:00:00Z,,,
1529,QUA-,,0,QUA,3,,0,0,1,1,0,J,12.38,0.042,0,,,,2017-04-11T00:00:00Z,,,
1530,QUA-,,0,QUA,3,,0,0,1,1,0,J,8.58,0.006,0,,,,2017-04-11T00:00:00Z,,,
1531,QUA-,,0,QUA,3,,0,0,1,1,0,J,8.23,0.006,0,,,,2017-04-11T00:00:00Z,,,
1532,QUA-,,0,QUA,3,,0,0,1,1,0,F,17.93,0.105,0,,,,2017-04-11T00:00:00Z,,,
1533,QUA-,,0,QUA,3,,0,0,1,1,0,M,15.34,0.075,0,,,,2017-04-11T00:00:00Z,,,
1534,QUA-,,0,QUA,3,,0,0,1,1,0,M,16.42,0.095,0,,,,2017-04-11T00:00:00Z,,,
1535,QUA-,,0,QUA,3,,0,0,1,1,0,J,11.66,0.03,0,,,,2017-04-11T00:00:00Z,,,
1536,QUA-,,0,QUA,3,,0,0,1,1,0,F,16.59,0.105,0,,,,2017-04-11T00:00:00Z,,,
1537,QUA-,,0,QUA,3,,0,0,1,1,0,F,21.54,0.21,0,,,,2017-04-11T00:00:00Z,,,
1538,QUA-,,0,QUA,3,,0,0,1,1,0,F,15.72,0.093,0,,,,2017-04-11T00:00:00Z,,,
1539,QUA-,,0,QUA,3,,0,0,1,1,0,F,20.91,0.225,0,,,,2017-04-11T00:00:00Z,,,
1540,QUA-,,0,QUA,3,,0,0,1,1,0,J,15.31,0.012,0,,,,2017-04-11T00:00:00Z,,,
1541,QUA-901,,0,QUA,3,3,0,0,1,1,0,F,,,,F,19.43,0.172,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
1542,QUA-902,,0,QUA,3,3,0,0,1,1,0,J,,,,J,14.26,0.092,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
1543,QUA-903,,0,QUA,3,3,0,0,1,1,0,J,,,,J,12.75,0.049,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
1544,QUA-904,,0,QUA,3,3,0,0,1,1,0,F,,,,F,18.08,0.145,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
1545,QUA-905,,0,QUA,3,3,0,0,1,1,0,F,,,,F,13.29,0.053,2017-04-11T00:00:00Z,2017-05-10T00:00:00Z,,
1546,QUA2-1O3O,1O3O,1,QUA2,2,2,0,1,0,1,0,F,18.52,0.26,1,F,19.52,0.172,2019-03-21T00:00:00Z,,,
1547,QUA2-1O4O,1O4O,1,QUA2,2,2,0,1,0,1,0,M,15.57,0.082,0,,,,2019-03-21T00:00:00Z,,,
1548,QUA2-1O6Y,1O6Y,1,QUA2,2,2,0,1,0,1,0,J,14.17,0.045,0,,,,2019-03-21T00:00:00Z,,,
1549,QUA2-2O8O,2O8O,1,QUA2,2,2,0,1,0,1,0,F,24.38,0.306,1,F,24.11,0.286,2019-03-21T00:00:00Z,,,
1550,QUA2-2O3G,2O3G,1,QUA2,2,2,0,1,0,1,0,F,26.55,0.418,1,F,25.72,0.41,2019-03-21T00:00:00Z,,,
1551,QUA2-2O4V,2O4V,1,QUA2,2,2,0,1,0,1,0,F,18.78,0.155,1,F,19.66,0.202,2019-03-21T00:00:00Z,,,
1552,QUA2-1V8G,1V8G,1,QUA2,2,2,0,1,0,1,0,M,13.89,0.063,1,M,14.47,0.064,2019-03-21T00:00:00Z,,,
1553,QUA2-2G4O,2G4O,1,QUA2,2,2,0,1,0,1,0,M,14.51,0.066,1,M,14.15,0.064,2019-03-21T00:00:00Z,,,
1554,QUA2-2R6O,2R6O,1,QUA2,2,2,0,1,0,1,0,F,20.18,0.17,1,F,20.54,0.216,2019-03-21T00:00:00Z,,,
1555,QUA2-1V8O,1V8O,1,QUA2,2,2,0,1,0,1,0,F,15.82,0.092,1,F,17.88,0.145,2019-03-21T00:00:00Z,,,
1556,QUA2-2R8R,2R8R,1,QUA2,2,2,0,1,0,1,0,F,16.35,0.088,1,F,18.22,0.133,2019-03-21T00:00:00Z,,,
1557,QUA2-1G4R,1G4R,1,QUA2,2,2,0,1,0,1,0,J,13.32,0.035,1,M,16.31,0.082,2019-03-21T00:00:00Z,,,
1558,QUA2-2O3R,2O3R,1,QUA2,2,2,0,1,0,1,0,J,12.64,0.039,1,J,14.51,0.078,2019-03-21T00:00:00Z,,,
1559,QUA2-2O4G,2O4G,1,QUA2,2,2,0,1,0,1,0,J,12.89,0.041,1,M,15,0.088,2019-03-21T00:00:00Z,,,
1560,QUA2-1R,1R,1,QUA2,2,2,0,1,0,1,0,J,11.26,0.03,1,J,13.88,0.067,2019-03-21T00:00:00Z,,,
1561,QUA2-1G3R,1G3R,1,QUA2,2,2,0,1,0,1,0,J,12.55,0.036,0,,,,2019-03-21T00:00:00Z,,,
1562,QUA2-1O3V,1O3V,1,QUA2,2,2,0,1,0,1,0,J,12.03,0.032,0,,,,2019-03-21T00:00:00Z,,,
1563,QUA2-1R3V,1R3V,1,QUA2,2,2,0,1,0,1,0,J,12.17,0.026,1,F,14.62,0.07,2019-03-21T00:00:00Z,,,
1564,QUA2-1R3G,1R3G,1,QUA2,2,2,0,1,0,1,0,J,12.11,0.028,1,F,14.68,0.06,2019-03-21T00:00:00Z,,,
1565,QUA2-2O6V,2O6V,1,QUA2,2,2,0,1,0,1,0,F,21.06,0.17,1,F,21.73,0.226,2019-03-21T00:00:00Z,,,
1566,QUA2-2O6G,2O6G,1,QUA2,2,2,0,1,0,1,0,M,14.41,0.065,0,,,,2019-03-21T00:00:00Z,,,
1567,QUA2-2O8V,2O8V,1,QUA2,2,2,0,1,0,1,0,M,16.38,0.087,1,M,16.17,0.094,2019-03-21T00:00:00Z,,,
1568,QUA2-2O8G,2O8G,1,QUA2,2,2,0,1,0,1,0,M,14.57,0.059,1,M,14.76,0.067,2019-03-21T00:00:00Z,,,
1569,QUA2-1B6V,1B6V,1,QUA2,2,2,0,1,0,1,0,F,17.05,0.095,1,F,18.21,0.142,2019-03-21T00:00:00Z,,,
1570,QUA2-5O6B,5O6B,1,QUA2,2,2,0,1,0,1,0,F,20.32,0.175,1,F,21.95,0.238,2019-03-21T00:00:00Z,,,
1571,QUA2-1Y3O,1Y3O,1,QUA2,2,2,0,1,0,1,0,J,12.25,0.031,0,,,,2019-03-21T00:00:00Z,,,
1572,QUA2-2Y6O,2Y6O,1,QUA2,2,2,0,1,0,1,0,M,14.82,0.066,1,M,15,0.073,2019-03-21T00:00:00Z,,,
1573,QUA2-7O8Y,7O8Y,1,QUA2,2,2,0,1,0,1,0,F,22.77,0.255,1,F,22.99,0.259,2019-03-21T00:00:00Z,,,
1574,QUA2-2B4B,2B4B,1,QUA2,2,2,0,1,0,1,0,M,12.2,0.037,1,M,14.68,0.072,2019-03-21T00:00:00Z,,,
1575,QUA2-1R4B,1R4B,1,QUA2,2,2,0,1,0,1,0,M,15.22,0.076,0,,,,2019-03-21T00:00:00Z,,,
1576,QUA2-1R6Y,1R6Y,1,QUA2,2,2,0,1,0,1,0,M,14.98,0.07,1,M,16.97,0.107,2019-03-21T00:00:00Z,,,
1577,QUA2-2B3R,2B3R,1,QUA2,2,2,0,1,0,1,0,J,13.89,0.058,0,,,,2019-03-21T00:00:00Z,,,
1578,QUA2-5R8B,5R8B,1,QUA2,2,2,0,1,0,1,0,M,13.59,0.05,0,,,,2019-03-21T00:00:00Z,,,
1579,QUA2-7B8R,7B8R,0,QUA2,2,2,0,1,0,1,0,J,14.51,0.065,1,F,18.54,0.171,2019-03-21T00:00:00Z,,,
1580,QUA2-2Y3O,2Y3O,1,QUA2,2,2,0,1,0,1,0,J,12.01,0.03,1,F,18.48,0.194,2019-03-21T00:00:00Z,,,
1581,QUA2-1B4G,1B4G,1,QUA2,2,2,0,1,0,1,0,J,12.59,0.035,1,F,14.99,0.074,2019-03-21T00:00:00Z,,,
1582,QUA2-1Y4O,1Y4O,1,QUA2,2,2,0,1,0,1,0,J,11.69,0.033,1,F,14.31,0.072,2019-03-21T00:00:00Z,,,
1583,QUA2-1Y,1Y,1,QUA2,2,2,0,1,0,1,0,J,12.8,0.038,0,,,,2019-03-21T00:00:00Z,,,
1584,QUA2-2B,2B,1,QUA2,2,2,0,1,0,1,0,J,11.72,0.033,0,,,,2019-03-21T00:00:00Z,,,
1585,QUA2-1O6B,1O6B,1,QUA2,3,3,1,0,0,1,0,F,21.58,0.229,0,,,,Mar/21/2019,,,
1586,QUA2-1O8Y,1O8Y,1,QUA2,3,3,1,0,0,1,0,F,19.73,0.16,0,,,,Mar/21/2019,,,
1587,QUA2-1O6O,1O6O,1,QUA2,3,3,1,0,0,1,0,F,21.32,0.243,1,F,19.79,,Mar/21/2019,,,Died before measuring
1588,QUA2-1O8B,1O8B,1,QUA2,3,3,1,0,0,1,0,F,21.25,0.253,0,,,,Mar/21/2019,,,
1589,QUA2-5O8B,5O8B,1,QUA2,3,3,1,0,0,1,0,F,23.18,0.324,1,F,24.48,0.371,Mar/21/2019,,,
1590,QUA2-7O8B,7O8B,1,QUA2,3,3,1,0,0,1,0,F,16.81,0.111,1,F,16.59,0.086,Mar/21/2019,,,
1591,QUA2-1O8O,1O8O,1,QUA2,3,3,1,0,0,1,0,F,16.7,0.107,1,F,16.03,0.072,Mar/21/2019,,,
1592,QUA2-1O3R,1O3R,1,QUA2,3,3,1,0,0,1,0,F,15,0.075,1,F,18.14,0.147,Mar/21/2019,,,
1593,QUA2-1G8O,1G8O,1,QUA2,3,3,1,0,0,1,0,M,15.89,0.088,1,M,15.52,0.076,Mar/21/2019,,,
1594,QUA2-1V3O,1V3O,1,QUA2,3,3,1,0,0,1,0,M,16.59,0.098,1,M,16.12,0.083,Mar/21/2019,,,
1595,QUA2-1G3R7R,1G3R7R,1,QUA2,3,3,1,0,0,1,0,F,22.79,0.238,1,F,22.09,0.198,Mar/21/2019,,,
1596,QUA2-1R3O,1R3O,1,QUA2,3,3,1,0,0,1,0,M,15.75,0.088,0,,,,Mar/21/2019,,,
1597,QUA2-1O4R,1O4R,1,QUA2,3,3,1,0,0,1,0,J,15.17,0.075,1,M,15.56,0.078,Mar/21/2019,,,
1598,QUA2-1O3G,1O3G,1,QUA2,3,3,1,0,0,1,0,J,17.24,0.099,0,,,,Mar/21/2019,,,
1599,QUA2-1O3B,1O3B,1,QUA2,3,3,1,0,0,1,0,J,12.46,0.038,0,,,,Mar/21/2019,,,
1600,QUA2-1O,1O,1,QUA2,3,3,1,0,0,1,0,J,9.56,0.018,1,M,14.75,0.062,Mar/21/2019,,,
1601,QUA2-others,others,0,QUA2,1,1,0,0,1,1,0,,,2.683,,,,2.364,,,,
1602,QUA2-others,others,0,QUA2,3,,1,0,0,1,0,,,1.161,,,,,,,,
