,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,G,K,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,Date,Date2,Comments_1,Comments_2
187,CAI-823,,0,CAI,1,1,0,1,0,1,0,J,,,,J,7.28,0.007,,2017-05-03T00:00:00Z,,
188,CAI-824,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.29,0.029,,2017-05-03T00:00:00Z,,
189,CAI-825,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.24,0.013,,2017-05-03T00:00:00Z,,
190,CAI-826,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.86,0.018,,2017-05-03T00:00:00Z,,
191,CAI-827,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.82,0.011,,2017-05-03T00:00:00Z,,
192,CAI-828,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.4,0.14,,2017-05-03T00:00:00Z,,
193,CAI-829,,0,CAI,1,1,0,1,0,1,0,F,,,,F,13.86,0.05,,2017-05-03T00:00:00Z,,
194,CAI-830,,0,CAI,1,1,0,1,0,1,0,J,,,,J,12.77,0.111,,2017-05-03T00:00:00Z,,
195,CAI-831,,0,CAI,1,1,0,1,0,1,0,J,,,,J,12.54,0.04,,2017-05-03T00:00:00Z,,
196,CAI-832,,0,CAI,1,1,0,1,0,1,0,M,,,,M,15.95,0.092,,2017-05-03T00:00:00Z,,
197,CAI-833,,0,CAI,1,1,0,1,0,1,0,J,,,,J,13.21,0.052,,2017-05-03T00:00:00Z,,
198,CAI-834,,0,CAI,1,1,0,1,0,1,0,J,,,,J,15.88,0.042,,2017-05-03T00:00:00Z,RIVS,
199,CAI-835,,0,CAI,1,1,0,1,0,1,0,J,,,,J,14.16,0.028,,2017-05-03T00:00:00Z,RIVS,
200,CAI-836,,0,CAI,1,1,0,1,0,1,0,J,,,,J,6.56,0.007,,2017-05-03T00:00:00Z,,
201,CAI-837,,0,CAI,1,1,0,1,0,1,0,J,,,,J,6.49,0.006,,2017-05-03T00:00:00Z,,
202,CAI-838,,0,CAI,1,1,0,1,0,1,0,J,,,,J,11.15,0.034,,2017-05-03T00:00:00Z,,
203,CAI-839,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.84,0.018,,2017-05-03T00:00:00Z,,
204,CAI-840,,0,CAI,1,1,0,1,0,1,0,J,,,,J,9.34,0.016,,2017-05-03T00:00:00Z,,
205,CAI-841,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.71,0.025,,2017-05-03T00:00:00Z,,
206,CAI-842,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.42,0.024,,2017-05-03T00:00:00Z,,
207,CAI-843,,0,CAI,1,1,0,1,0,1,0,J,,,,J,10.53,0.025,,2017-05-03T00:00:00Z,,
208,CAI-844,,0,CAI,1,1,0,1,0,1,0,J,,,,J,8.69,0.011,,2017-05-03T00:00:00Z,,
209,CAI-845,,0,CAI,1,1,0,1,0,1,0,J,,,,J,13.23,0.058,,2017-05-03T00:00:00Z,,
210,CAI-846,,0,CAI,1,1,0,1,0,1,0,F,,,,F,15.86,0.076,,2017-05-03T00:00:00Z,,
211,CAI-847,,0,CAI,1,1,0,1,0,1,0,F,,,,F,13.42,0.052,,2017-05-03T00:00:00Z,,
212,CAI-848,,0,CAI,1,1,0,1,0,1,0,J,,,,J,30.52,0.262,,2017-05-03T00:00:00Z,RIVS,
213,CAI-849,,0,CAI,1,1,0,1,0,1,0,J,,,,J,13.19,0.05,,2017-05-03T00:00:00Z,,
214,CAI-850,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.19,0.037,,2017-05-03T00:00:00Z,,
215,CAI-851,,0,CAI,1,1,0,1,0,1,0,F,,,,F,12.41,0.042,,2017-05-03T00:00:00Z,,
216,CAI-852,,0,CAI,1,1,0,1,0,1,0,F,,,,F,13.05,0.055,,2017-05-03T00:00:00Z,,
217,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.97,0.133,0,,,,2017-04-05T00:00:00Z,,,
218,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.8,0.152,0,,,,2017-04-05T00:00:00Z,,,
219,CAI-,,0,CAI,2,,0,0,1,1,0,M,16.5,0.105,0,,,,2017-04-05T00:00:00Z,,,
220,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.94,0.096,0,,,,2017-04-05T00:00:00Z,,,
221,CAI-,,0,CAI,2,,0,0,1,1,0,F,15.54,0.074,0,,,,2017-04-05T00:00:00Z,,,
222,CAI-,,0,CAI,2,,0,0,1,1,0,F,14.43,0.055,0,,,,2017-04-05T00:00:00Z,,,
223,CAI-,,0,CAI,2,,0,0,1,1,0,J,14.03,0.058,0,,,,2017-04-05T00:00:00Z,,,
224,CAI-,,0,CAI,2,,0,0,1,1,0,J,15.04,0.069,0,,,,2017-04-05T00:00:00Z,,,
225,CAI-,,0,CAI,2,,0,0,1,1,0,M,17.97,0.117,0,,,,2017-04-05T00:00:00Z,,,
226,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.51,0.128,0,,,,2017-04-05T00:00:00Z,,,
227,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.82,0.108,0,,,,2017-04-05T00:00:00Z,,,
228,CAI-,,0,CAI,2,,0,0,1,1,0,M,16.71,0.093,0,,,,2017-04-05T00:00:00Z,,,
229,CAI-,,0,CAI,2,,0,0,1,1,0,F,12.43,0.035,0,,,,2017-04-05T00:00:00Z,,,
230,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.17,0.09,0,,,,2017-04-05T00:00:00Z,,,
231,CAI-,,0,CAI,2,,0,0,1,1,0,M,17.3,0.118,0,,,,2017-04-05T00:00:00Z,,,
232,CAI-,,0,CAI,2,,0,0,1,1,0,F,14.69,0.06,0,,,,2017-04-05T00:00:00Z,,,
233,CAI-,,0,CAI,2,,0,0,1,1,0,M,17.29,0.105,0,,,,2017-04-05T00:00:00Z,,,
234,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.51,0.152,0,,,,2017-04-05T00:00:00Z,,,
235,CAI-,,0,CAI,2,,0,0,1,1,0,J,15.07,0.066,0,,,,2017-04-05T00:00:00Z,,,
236,CAI-,,0,CAI,2,,0,0,1,1,0,M,14.95,0.069,0,,,,2017-04-05T00:00:00Z,,,
237,CAI-,,0,CAI,2,,0,0,1,1,0,F,23.08,0.25,0,,,,2017-04-05T00:00:00Z,,,
238,CAI-,,0,CAI,2,,0,0,1,1,0,F,22.89,0.275,0,,,,2017-04-05T00:00:00Z,,,
239,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.64,0.142,0,,,,2017-04-05T00:00:00Z,,,
240,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.3,0.112,0,,,,2017-04-05T00:00:00Z,,,
241,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.78,0.14,0,,,,2017-04-05T00:00:00Z,,,
242,CAI-,,0,CAI,2,,0,0,1,1,0,F,12.17,0.029,0,,,,2017-04-05T00:00:00Z,,,
243,CAI-,,0,CAI,2,,0,0,1,1,0,M,16.06,0.095,0,,,,2017-04-05T00:00:00Z,,,
244,CAI-,,0,CAI,2,,0,0,1,1,0,F,22.38,0.261,0,,,,2017-04-05T00:00:00Z,,,
245,CAI-,,0,CAI,2,,0,0,1,1,0,M,14.95,0.078,0,,,,2017-04-05T00:00:00Z,,,
246,CAI-,,0,CAI,2,,0,0,1,1,0,F,18.26,0.136,0,,,,2017-04-05T00:00:00Z,,,
247,CAI-,,0,CAI,2,,0,0,1,1,0,M,14.1,0.06,0,,,,2017-04-05T00:00:00Z,,,
248,CAI-,,0,CAI,2,,0,0,1,1,0,M,16.4,0.107,0,,,,2017-04-05T00:00:00Z,,,
249,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.99,0.114,0,,,,2017-04-05T00:00:00Z,,,
250,CAI-,,0,CAI,2,,0,0,1,1,0,M,15.53,0.086,0,,,,2017-04-05T00:00:00Z,,,
251,CAI-,,0,CAI,2,,0,0,1,1,0,F,22.7,0.311,0,,,,2017-04-05T00:00:00Z,,,
252,CAI-,,0,CAI,2,,0,0,1,1,0,F,19.99,0.158,0,,,,2017-04-05T00:00:00Z,,,
253,CAI-,,0,CAI,2,,0,0,1,1,0,F,17.82,0.111,0,,,,2017-04-05T00:00:00Z,,,
254,CAI-868,,0,CAI,2,2,0,0,1,1,0,F,,,,F,23.02,0.273,,2017-05-03T00:00:00Z,,
255,CAI-869,,0,CAI,2,2,0,0,1,1,0,F,,,,F,20.28,0.198,,2017-05-03T00:00:00Z,,
256,CAI-870,,0,CAI,2,2,0,0,1,1,0,F,,,,F,21.63,0.223,,2017-05-03T00:00:00Z,,
257,CAI-871,,0,CAI,2,2,0,0,1,1,0,F,,,,F,14.29,0.063,,2017-05-03T00:00:00Z,,
258,CAI-872,,0,CAI,2,2,0,0,1,1,0,M,,,,M,16.4,0.11,,2017-05-03T00:00:00Z,,
259,CAI-873,,0,CAI,2,2,0,0,1,1,0,F,,,,F,13.97,0.059,,2017-05-03T00:00:00Z,,
260,CAI-874,,0,CAI,2,2,0,0,1,1,0,J,,,,J,14.46,0.066,,2017-05-03T00:00:00Z,,
261,CAI-875,,0,CAI,2,2,0,0,1,1,0,J,,,,J,14.38,0.069,,2017-05-03T00:00:00Z,,
262,CAI-876,,0,CAI,2,2,0,0,1,1,0,M,,,,M,17.23,0.112,,2017-05-03T00:00:00Z,,
263,CAI-877,,0,CAI,2,2,0,0,1,1,0,F,,,,F,16.29,0.089,,2017-05-03T00:00:00Z,,
264,CAI-878,,0,CAI,2,2,0,0,1,1,0,F,,,,F,15.38,0.076,,2017-05-03T00:00:00Z,,
265,CAI-879,,0,CAI,2,2,0,0,1,1,0,F,,,,F,14.16,0.062,,2017-05-03T00:00:00Z,,
266,CAI-880,,0,CAI,2,2,0,0,1,1,0,J,,,,J,10.42,0.021,,2017-05-03T00:00:00Z,,
267,CAI-881,,0,CAI,2,2,0,0,1,1,0,J,,,,J,9.11,0.017,,2017-05-03T00:00:00Z,,
268,CAI-882,,0,CAI,2,2,0,0,1,1,0,J,,,,J,9.61,0.02,,2017-05-03T00:00:00Z,,
269,CAI-883,,0,CAI,2,2,0,0,1,1,0,J,,,,J,10.62,0.024,,2017-05-03T00:00:00Z,,
270,CAI-884,,0,CAI,2,2,0,0,1,1,0,J,,,,J,9.97,0.019,,2017-05-03T00:00:00Z,,
271,CAI-885,,0,CAI,2,2,0,0,1,1,0,J,,,,J,7.41,0.008,,2017-05-03T00:00:00Z,,
272,CAI-1B5O7O,1B5O7O,1,CAI,3,3,1,0,0,1,0,M,17.71,0.094,1,M,16.96,0.101,April/05/2017,May/3/2017,,
273,CAI-1B7B,1B7B,1,CAI,3,3,1,0,0,1,0,F,19.54,0.126,1,F,21.59,0.21,April/05/2017,May/3/2017,,
274,CAI-1B7G,1B7G,1,CAI,3,,1,0,0,1,0,F,14.92,0.06,0,,,,April/05/2017,May/3/2017,,
275,CAI-1B7P,1B7P,1,CAI,3,,1,0,0,1,0,F,17.61,0.1,0,,,,April/05/2017,May/3/2017,,
276,CAI-1B7R,1B7R,1,CAI,3,3,1,0,0,1,0,F,16.45,0.079,1,F,18.49,0.123,April/05/2017,May/3/2017,,
277,CAI-1B7W,1B7W,1,CAI,3,,1,0,0,1,0,M,18.68,0.117,0,,,,April/05/2017,May/3/2017,,
278,CAI-1B7Y,1B7Y,1,CAI,3,,1,0,0,1,0,F,17.89,0.092,0,,,,April/05/2017,May/3/2017,,
279,CAI-1G7B,1G7B,1,CAI,3,3,1,0,0,1,0,M,17.92,0.095,1,M,16.59,0.097,April/05/2017,May/3/2017,,
280,CAI-1G7P,1G7P,1,CAI,3,,1,0,0,1,0,M,19.74,0.122,0,,,,April/05/2017,May/3/2017,,
281,CAI-1N7P,1N7P,1,CAI,3,,1,0,0,1,0,F,24.69,0.294,0,,,,April/05/2017,May/3/2017,,
282,CAI-1O5B,1O5B,1,CAI,3,1,1,0,0,1,0,J,19.07,0.148,1,F,22.07,0.239,April/05/2017,May/3/2017,,
283,CAI-1O5G,1O5G,1,CAI,3,1,1,0,0,1,0,J,17.78,0.117,1,F,18.21,0.123,April/05/2017,May/3/2017,,
284,CAI-1O5O,1O5O,1,CAI,3,,1,0,0,1,0,J,27.66,0.432,0,,,,April/05/2017,May/3/2017,,
285,CAI-1O5P,1O5P,1,CAI,3,1,1,0,0,1,0,J,16.24,0.072,1,F,19.82,0.169,April/05/2017,May/3/2017,,
286,CAI-1O5R,1O5R,1,CAI,3,1,1,0,0,1,0,J,18.83,0.136,1,F,22.01,0.229,April/05/2017,May/3/2017,,
287,CAI-1O5W,1O5W,1,CAI,3,1,1,0,0,1,0,J,12.18,0.064,1,J,15.54,0.084,April/05/2017,May/3/2017,,
288,CAI-1O5Y,1O5Y,1,CAI,3,1,1,0,0,1,0,J,18.75,0.136,1,F,21.1,0.208,April/05/2017,May/3/2017,,
289,CAI-1P,1P,1,CAI,3,3,1,0,0,1,0,J,10.35,0.021,1,F,15.51,0.066,April/05/2017,May/3/2017,,
290,CAI-1P5W,1P5W,1,CAI,3,1,1,0,0,1,0,J,17.67,0.096,1,F,20.45,0.183,April/05/2017,May/3/2017,,
291,CAI-1R7B,1R7B,1,CAI,3,,1,0,0,1,0,F,25.88,0.222,0,,,,April/05/2017,May/3/2017,,
292,CAI-1R7O,1R7O,1,CAI,3,3,1,0,0,1,0,F,15.21,0.066,1,F,16.78,0.094,April/05/2017,May/3/2017,,
293,CAI-1R7P,1R7P,1,CAI,3,2,1,0,0,1,0,F,19.52,0.162,1,F,23.83,0.296,April/05/2017,May/3/2017,,
294,CAI-1R7R,1R7R,1,CAI,3,3,1,0,0,1,0,F,27.12,0.428,1,F,25.22,0.413,April/05/2017,May/3/2017,,
295,CAI-1R7W,1R7W,1,CAI,3,3,1,0,0,1,0,F,18.76,0.11,1,F,18.97,0.129,April/05/2017,May/3/2017,,
296,CAI-1R7Y,1R7Y,1,CAI,3,,1,0,0,1,0,M,17.26,0.087,0,,,,April/05/2017,May/3/2017,,
297,CAI-1W5B,1W5B,1,CAI,3,,1,0,0,1,0,J,15.02,0.076,0,,,,April/05/2017,May/3/2017,,
298,CAI-1W5G,1W5G,1,CAI,3,1,1,0,0,1,0,J,14.15,0.061,1,F,18.79,0.142,April/05/2017,May/3/2017,,
299,CAI-1W5O,1W5O,1,CAI,3,,1,0,0,1,0,J,23.63,0.238,0,,,,April/05/2017,May/3/2017,,
300,CAI-1W5P,1W5P,1,CAI,3,1,1,0,0,1,0,J,13.8,0.06,1,F,17.42,0.103,April/05/2017,May/3/2017,,
301,CAI-1W5R,1W5R,1,CAI,3,1,1,0,0,1,0,J,28.3,0.447,1,F,28.14,0.497,April/05/2017,May/3/2017,,
302,CAI-1W5W,1W5W,1,CAI,3,1,1,0,0,1,0,J,14.14,0.052,1,F,17.84,0.131,April/05/2017,May/3/2017,,
303,CAI-1W5Y,1W5Y,1,CAI,3,1,1,0,0,1,0,J,15.93,0.042,1,F,18.25,0.125,April/05/2017,May/3/2017,,
304,CAI-1W7W,1W7W,1,CAI,3,3,1,0,0,1,0,F,14.31,0.054,1,F,17.81,0.114,April/05/2017,May/3/2017,,
305,CAI-2B,2B,1,CAI,3,,1,0,0,1,0,F,11.36,0.031,0,,,,April/05/2017,May/3/2017,,
306,CAI-2B5B,2B5B,1,CAI,3,,1,0,0,1,0,F,29.49,0.586,0,,,,April/05/2017,May/3/2017,,
307,CAI-2B5G,2B5G,1,CAI,3,3,1,0,0,1,0,F,21.74,0.216,1,F,22.72,0.188,April/05/2017,May/3/2017,,
308,CAI-2B5O,2B5O,1,CAI,3,3,1,0,0,1,0,F,22.94,0.241,1,F,23.42,0.287,April/05/2017,May/3/2017,,
309,CAI-2B5P,2B5P,1,CAI,3,,1,0,0,1,0,F,25.39,0.288,0,,,,April/05/2017,May/3/2017,,
310,CAI-2B5R,2B5R,1,CAI,3,3,1,0,0,1,0,F,17.25,0.098,1,F,18.48,0.132,April/05/2017,May/3/2017,,
311,CAI-2B5W,2B5W,1,CAI,3,3,1,0,0,1,0,F,11.47,0.022,1,F,16.74,0.091,April/05/2017,May/3/2017,,
312,CAI-2B5Y,2B5Y,1,CAI,3,3,1,0,0,1,0,F,21.08,0.211,1,F,20.94,0.208,April/05/2017,May/3/2017,,
313,CAI-2G5B,2G5B,1,CAI,3,3,1,0,0,1,0,F,23.3,0.246,1,F,23.04,0.241,April/05/2017,May/3/2017,,
314,CAI-2G5G,2G5G,1,CAI,3,,1,0,0,1,0,M,17.13,0.108,0,,,,April/05/2017,May/3/2017,,
315,CAI-2G5P,2G5P,1,CAI,3,3,1,0,0,1,0,F,16.38,0.078,1,F,17.79,0.117,April/05/2017,May/3/2017,,
316,CAI-2G5R,2G5R,1,CAI,3,3,1,0,0,1,0,J,14.66,0.054,1,J,16.74,0.108,April/05/2017,May/3/2017,,
317,CAI-2G5Y,2G5Y,1,CAI,3,3,1,0,0,1,0,F,17.8,0.089,1,F,16.94,0.101,April/05/2017,May/3/2017,,
318,CAI-2O5B,2O5B,1,CAI,3,1,1,0,0,1,0,J,18.79,0.129,1,F,20.02,0.225,April/05/2017,May/3/2017,,
319,CAI-2O5G,2O5G,1,CAI,3,,1,0,0,1,0,J,19.77,0.166,0,,,,April/05/2017,May/3/2017,,
320,CAI-2O5O,2O5O,1,CAI,3,,1,0,0,1,0,J,17.49,0.09,0,,,,April/05/2017,May/3/2017,,
321,CAI-2O5P,2O5P,1,CAI,3,1,1,0,0,1,0,J,15.45,0.061,1,M,18.55,0.124,April/05/2017,May/3/2017,,
322,CAI-2O5R,2O5R,1,CAI,3,1,1,0,0,1,0,J,16.4,0.057,1,F,19.82,0.163,April/05/2017,May/3/2017,,
323,CAI-2O5W,2O5W,1,CAI,3,,1,0,0,1,0,J,16.13,0.071,0,,,,April/05/2017,May/3/2017,,
324,CAI-2O5Y,2O5Y,1,CAI,3,1,1,0,0,1,0,J,16.51,0.079,1,F,20.24,0.171,April/05/2017,May/3/2017,,
325,CAI-2P5B,2P5B,1,CAI,3,,1,0,0,1,0,J,26.19,0.3,0,,,,April/05/2017,May/3/2017,,
326,CAI-2P5G,2P5G,1,CAI,3,,1,0,0,1,0,J,20.13,0.144,0,,,,April/05/2017,May/3/2017,,
327,CAI-2P5O,2P5O,1,CAI,3,,1,0,0,1,0,J,26.02,0.39,0,,,,April/05/2017,May/3/2017,,
328,CAI-2P5P,2P5P,1,CAI,3,1,1,0,0,1,0,J,19.75,0.216,1,F,20.26,0.152,April/05/2017,May/3/2017,,
329,CAI-2P5R,2P5R,1,CAI,3,1,1,0,0,1,0,J,16.93,0.111,1,F,20.18,0.199,April/05/2017,May/3/2017,,
330,CAI-2P5W,2P5W,1,CAI,3,1,1,0,0,1,0,J,16.61,0.085,1,F,20.36,0.193,April/05/2017,May/3/2017,,
331,CAI-2P5Y,2P5Y,1,CAI,3,1,1,0,0,1,0,J,17.67,0.122,1,F,19.36,0.164,April/05/2017,May/3/2017,,
332,CAI-2R,2R,1,CAI,3,,1,0,0,1,0,F,10.75,0.021,0,,,,April/05/2017,May/3/2017,,
333,CAI-2R5B,2R5B,1,CAI,3,,1,0,0,1,0,J,23.4,0.28,0,,,,April/05/2017,May/3/2017,,
334,CAI-2R5G,2R5G,1,CAI,3,1,1,0,0,1,0,J,16.13,0.072,1,F,20.04,0.156,April/05/2017,May/3/2017,,
335,CAI-2R5O,2R5O,1,CAI,3,1,1,0,0,1,0,J,14.42,0.063,1,M,16.59,0.119,April/05/2017,May/3/2017,,
336,CAI-2R5P,2R5P,1,CAI,3,1,1,0,0,1,0,J,16.94,0.081,1,F,19.74,0.161,April/05/2017,May/3/2017,,
337,CAI-2R5R,2R5R,1,CAI,3,1,1,0,0,1,0,J,13.14,0.037,1,J,16.46,0.104,April/05/2017,May/3/2017,,
338,CAI-2R5W,2R5W,1,CAI,3,3,1,0,0,1,0,J,24.21,0.209,1,F,23.19,0.231,April/05/2017,May/3/2017,,
339,CAI-2R5Y,2R5Y,1,CAI,3,,1,0,0,1,0,J,23.13,0.246,0,,,,April/05/2017,May/3/2017,,
340,CAI-2R7B,2R7B,1,CAI,3,3,1,0,0,1,0,J,14.94,0.052,1,J,16.22,0.095,April/05/2017,May/3/2017,,
341,CAI-2R7G,2R7G,1,CAI,3,3,1,0,0,1,0,M,18.53,0.129,1,M,18.35,0.122,April/05/2017,May/3/2017,,
342,CAI-2R7P,2R7P,1,CAI,3,,1,0,0,1,0,M,18.9,0.117,0,,,,April/05/2017,May/3/2017,,
343,CAI-2R7R,2R7R,1,CAI,3,,1,0,0,1,0,J,17.47,0.114,0,,,,April/05/2017,May/3/2017,,
344,CAI-2R7Y,2R7Y,1,CAI,3,3,1,0,0,1,0,M,17.81,0.122,1,M,17.41,0.122,April/05/2017,May/3/2017,,
345,CAI-2W2B,2W2B,1,CAI,3,,1,0,0,1,0,J,18.19,0.115,0,,,,April/05/2017,May/3/2017,,
346,CAI-2W5G,2W5G,1,CAI,3,1,1,0,0,1,0,J,21.73,0.229,1,F,23.61,0.268,April/05/2017,May/3/2017,,
347,CAI-2W5O,2W5O,1,CAI,3,3,1,0,0,1,0,F,27.85,0.378,1,F,27.17,0.315,April/05/2017,May/3/2017,,
348,CAI-2W5P,2W5P,1,CAI,3,,1,0,0,1,0,F,27.61,0.426,0,,,,April/05/2017,May/3/2017,,
349,CAI-2W5R,2W5R,1,CAI,3,1,1,0,0,1,0,J,21.18,0.198,1,F,21.19,0.221,April/05/2017,May/3/2017,,
350,CAI-2W5W,2W5W,1,CAI,3,,1,0,0,1,0,F,23.66,0.251,0,,,,April/05/2017,May/3/2017,,
351,CAI-2W5Y,2W5Y,1,CAI,3,3,1,0,0,1,0,F,25.26,0.277,1,F,23.57,0.28,April/05/2017,May/3/2017,,
352,CAI-2Y5O,2Y5O,1,CAI,3,,1,0,0,1,0,J,15.5,0.087,0,,,,April/05/2017,May/3/2017,,
353,CAI-2Y5Y,2Y5Y,1,CAI,3,,1,0,0,1,0,J,18.89,0.15,0,,,,April/05/2017,May/3/2017,,
354,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.3,0.006,0,,,,April/05/2017,,,
355,CAI-,,0,CAI,3,,1,0,0,1,0,J,9.51,0.015,0,,,,April/05/2017,,,
356,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.77,0.009,0,,,,April/05/2017,,,
357,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.79,0.01,0,,,,April/05/2017,,,
358,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.66,0.008,0,,,,April/05/2017,,,
359,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.22,0.01,0,,,,April/05/2017,,,
360,CAI-,,0,CAI,3,,1,0,0,1,0,J,9.71,0.019,0,,,,April/05/2017,,,
361,CAI-,,0,CAI,3,,1,0,0,1,0,J,9.87,0.017,0,,,,April/05/2017,,,
362,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.35,0.012,0,,,,April/05/2017,,,
363,CAI-,,0,CAI,3,,1,0,0,1,0,J,9.86,0.018,0,,,,April/05/2017,,,
364,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.43,0.007,0,,,,April/05/2017,,,
365,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.01,0.009,0,,,,April/05/2017,,,
366,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.51,0.006,0,,,,April/05/2017,,,
367,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.33,0.009,0,,,,April/05/2017,,,
368,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.95,0.008,0,,,,April/05/2017,,,
369,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.09,0.012,0,,,,April/05/2017,,,
370,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.78,0.012,0,,,,April/05/2017,,,
371,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.96,0.007,0,,,,April/05/2017,,,
372,CAI-,,0,CAI,3,,1,0,0,1,0,J,8.85,0.016,0,,,,April/05/2017,,,
373,CAI-,,0,CAI,3,,1,0,0,1,0,J,9.17,0.017,0,,,,April/05/2017,,,
374,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.81,0.007,0,,,,April/05/2017,,,
375,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.39,0.005,0,,,,April/05/2017,,,
376,CAI-,,0,CAI,3,,1,0,0,1,0,J,7.85,0.008,0,,,,April/05/2017,,,
377,CAI-697,,0,CAI,3,,1,0,0,1,0,F,,,,F,31.35,0.636,,May/3/2017,,
378,CAI-698,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.64,0.009,,May/3/2017,,
379,CAI-699,,0,CAI,3,,1,0,0,1,0,J,,,,J,6.97,0.005,,May/3/2017,,
380,CAI-700,,0,CAI,3,,1,0,0,1,0,J,,,,J,13.86,0.042,,May/3/2017,,
381,CAI-701,,0,CAI,3,,1,0,0,1,0,M,,,,M,16.91,0.099,,May/3/2017,,
382,CAI-702,,0,CAI,3,,1,0,0,1,0,J,,,,J,11.48,0.025,,May/3/2017,,
383,CAI-703,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.23,0.01,,May/3/2017,,
384,CAI-704,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.9,0.034,,May/3/2017,,
385,CAI-705,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.74,0.006,,May/3/2017,,
386,CAI-706,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.25,0.006,,May/3/2017,,
387,CAI-707,,0,CAI,3,,1,0,0,1,0,J,,,,J,11.38,0.028,,May/3/2017,,
388,CAI-708,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.67,0.023,,May/3/2017,,
389,CAI-709,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.96,0.005,,May/3/2017,,
390,CAI-710,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.57,0.014,,May/3/2017,,
391,CAI-711,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.39,0.008,,May/3/2017,,
392,CAI-712,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.22,0.01,,May/3/2017,,
393,CAI-713,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.11,0.02,,May/3/2017,,
394,CAI-714,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.58,0.008,,May/3/2017,,
395,CAI-715,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.12,0.009,,May/3/2017,,
396,CAI-716,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.75,0.015,,May/3/2017,,
397,CAI-717,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.38,0.005,,May/3/2017,,
398,CAI-718,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.3,0.005,,May/3/2017,,
399,CAI-719,,0,CAI,3,,1,0,0,1,0,J,,,,J,12.96,0.045,,May/3/2017,,
400,CAI-720,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.54,0.014,,May/3/2017,,
401,CAI-721,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.37,0.006,,May/3/2017,,
402,CAI-722,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.62,0.009,,May/3/2017,,
403,CAI-723,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.07,0.008,,May/3/2017,,
404,CAI-724,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.65,0.012,,May/3/2017,,
405,CAI-725,,0,CAI,3,,1,0,0,1,0,F,,,,F,14.56,0.056,,May/3/2017,,
406,CAI-726,,0,CAI,3,,1,0,0,1,0,F,,,,F,10.13,0.014,,May/3/2017,,
407,CAI-727,,0,CAI,3,,1,0,0,1,0,F,,,,F,10.35,0.02,,May/3/2017,,
